"","Array","Species","ID","Location","Order","Trial","Session"
"1793","Zarray","Vervet","LP","1",6,20,7
"1794","Zarray","Vervet","LP","1020",7,20,7
"1795","Zarray","Vervet","LP","6",1,21,7
"1796","Zarray","Vervet","LP","5",2,21,7
"1797","Zarray","Vervet","LP","4",3,21,7
"1798","Zarray","Vervet","LP","3",4,21,7
"1799","Zarray","Vervet","LP","2",5,21,7
"1800","Zarray","Vervet","LP","1",6,21,7
"1801","Zarray","Vervet","LP","1021",7,21,7
"1802","Zarray","Vervet","LP","4",1,22,8
"1803","Zarray","Vervet","LP","3",2,22,8
"1804","Zarray","Vervet","LP","5",3,22,8
"1805","Zarray","Vervet","LP","6",4,22,8
"1806","Zarray","Vervet","LP","1",5,22,8
"1807","Zarray","Vervet","LP","2",6,22,8
"1808","Zarray","Vervet","LP","1022",7,22,8
"1809","Zarray","Vervet","LP","4",1,23,8
"1810","Zarray","Vervet","LP","3",2,23,8
"1811","Zarray","Vervet","LP","2",3,23,8
"1812","Zarray","Vervet","LP","1",4,23,8
"1813","Zarray","Vervet","LP","6",5,23,8
"1814","Zarray","Vervet","LP","5",6,23,8
"1815","Zarray","Vervet","LP","1023",7,23,8
"1816","Zarray","Vervet","LP","6",1,24,9
"1817","Zarray","Vervet","LP","3",2,24,9
"1818","Zarray","Vervet","LP","4",3,24,9
"1819","Zarray","Vervet","LP","5",4,24,9
"1820","Zarray","Vervet","LP","1",5,24,9
"1821","Zarray","Vervet","LP","2",6,24,9
"1822","Zarray","Vervet","LP","1024",7,24,9
"1823","Zarray","Vervet","LP","1",1,25,10
"1824","Zarray","Vervet","LP","3",2,25,10
"1825","Zarray","Vervet","LP","4",3,25,10
"1826","Zarray","Vervet","LP","5",4,25,10
"1827","Zarray","Vervet","LP","6",5,25,10
"1828","Zarray","Vervet","LP","2",6,25,10
"1829","Zarray","Vervet","LP","1025",7,25,10
"1830","Zarray","Vervet","LP","1",1,26,10
"1831","Zarray","Vervet","LP","3",2,26,10
"1832","Zarray","Vervet","LP","4",3,26,10
"1833","Zarray","Vervet","LP","5",4,26,10
"1834","Zarray","Vervet","LP","6",5,26,10
"1835","Zarray","Vervet","LP","2",6,26,10
"1836","Zarray","Vervet","LP","1026",7,26,10
"1837","Zarray","Vervet","LP","2",1,27,11
"1838","Zarray","Vervet","LP","3",2,27,11
"1839","Zarray","Vervet","LP","4",3,27,11
"1840","Zarray","Vervet","LP","5",4,27,11
"1841","Zarray","Vervet","LP","6",5,27,11
"1842","Zarray","Vervet","LP","1",6,27,11
"1843","Zarray","Vervet","LP","1027",7,27,11
"1844","Zarray","Vervet","LP","6",1,28,11
"1845","Zarray","Vervet","LP","4",2,28,11
"1846","Zarray","Vervet","LP","3",3,28,11
"1847","Zarray","Vervet","LP","2",4,28,11
"1848","Zarray","Vervet","LP","1",5,28,11
"1849","Zarray","Vervet","LP","5",6,28,11
"1850","Zarray","Vervet","LP","1028",7,28,11
"1851","Zarray","Vervet","LP","2",1,29,11
"1852","Zarray","Vervet","LP","3",2,29,11
"1853","Zarray","Vervet","LP","4",3,29,11
"1854","Zarray","Vervet","LP","5",4,29,11
"1855","Zarray","Vervet","LP","6",5,29,11
"1856","Zarray","Vervet","LP","1",6,29,11
"1857","Zarray","Vervet","LP","1029",7,29,11
"1858","Zarray","Vervet","LP","2",1,30,11
"1859","Zarray","Vervet","LP","3",2,30,11
"1860","Zarray","Vervet","LP","4",3,30,11
"1861","Zarray","Vervet","LP","5",4,30,11
"1862","Zarray","Vervet","LP","6",5,30,11
"1863","Zarray","Vervet","LP","1",6,30,11
"1864","Zarray","Vervet","LP","1030",7,30,11
"1865","Zarray","Vervet","LP","2",1,31,11
"1866","Zarray","Vervet","LP","3",2,31,11
"1867","Zarray","Vervet","LP","4",3,31,11
"1868","Zarray","Vervet","LP","5",4,31,11
"1869","Zarray","Vervet","LP","6",5,31,11
"1870","Zarray","Vervet","LP","1",6,31,11
"1871","Zarray","Vervet","LP","1031",7,31,11
"1872","Zarray","Vervet","LP","2",1,32,11
"1873","Zarray","Vervet","LP","3",2,32,11
"1874","Zarray","Vervet","LP","4",3,32,11
"1875","Zarray","Vervet","LP","6",4,32,11
"1876","Zarray","Vervet","LP","5",5,32,11
"1877","Zarray","Vervet","LP","1",6,32,11
"1878","Zarray","Vervet","LP","1032",7,32,11
"1879","Zarray","Vervet","LP","6",1,33,12
"1880","Zarray","Vervet","LP","4",2,33,12
"1881","Zarray","Vervet","LP","3",3,33,12
"1882","Zarray","Vervet","LP","1",4,33,12
"1883","Zarray","Vervet","LP","2",5,33,12
"1884","Zarray","Vervet","LP","5",6,33,12
"1885","Zarray","Vervet","LP","1033",7,33,12
"1886","Zarray","Vervet","LP","1",1,34,12
"1887","Zarray","Vervet","LP","3",2,34,12
"1888","Zarray","Vervet","LP","4",3,34,12
"1889","Zarray","Vervet","LP","5",4,34,12
"1890","Zarray","Vervet","LP","6",5,34,12
"1891","Zarray","Vervet","LP","2",6,34,12
"1892","Zarray","Vervet","LP","1034",7,34,12
"1893","Zarray","Vervet","LP","3",1,35,12
"1894","Zarray","Vervet","LP","4",2,35,12
"1895","Zarray","Vervet","LP","5",3,35,12
"1896","Zarray","Vervet","LP","6",4,35,12
"1897","Zarray","Vervet","LP","2",5,35,12
"1898","Zarray","Vervet","LP","1",6,35,12
"1899","Zarray","Vervet","LP","1035",7,35,12
"1900","Zarray","Vervet","LP","1",1,36,12
"1901","Zarray","Vervet","LP","3",2,36,12
"1902","Zarray","Vervet","LP","4",3,36,12
"1903","Zarray","Vervet","LP","5",4,36,12
"1904","Zarray","Vervet","LP","6",5,36,12
"1905","Zarray","Vervet","LP","2",6,36,12
"1906","Zarray","Vervet","LP","1036",7,36,12
"1907","Zarray","Vervet","LP","1",1,37,12
"1908","Zarray","Vervet","LP","3",2,37,12
"1909","Zarray","Vervet","LP","4",3,37,12
"1910","Zarray","Vervet","LP","6",4,37,12
"1911","Zarray","Vervet","LP","5",5,37,12
"1912","Zarray","Vervet","LP","2",6,37,12
"1913","Zarray","Vervet","LP","1037",7,37,12
"1914","Zarray","Vervet","LP","1",1,38,12
"1915","Zarray","Vervet","LP","3",2,38,12
"1916","Zarray","Vervet","LP","4",3,38,12
"1917","Zarray","Vervet","LP","5",4,38,12
"1918","Zarray","Vervet","LP","6",5,38,12
"1919","Zarray","Vervet","LP","2",6,38,12
"1920","Zarray","Vervet","LP","1038",7,38,12
"1921","Zarray","Vervet","LP","1",1,39,12
"1922","Zarray","Vervet","LP","3",2,39,12
"1923","Zarray","Vervet","LP","4",3,39,12
"1924","Zarray","Vervet","LP","5",4,39,12
"1925","Zarray","Vervet","LP","6",5,39,12
"1926","Zarray","Vervet","LP","2",6,39,12
"1927","Zarray","Vervet","LP","1039",7,39,12
"1928","Zarray","Vervet","LP","1",1,40,12
"1929","Zarray","Vervet","LP","3",2,40,12
"1930","Zarray","Vervet","LP","4",3,40,12
"1931","Zarray","Vervet","LP","5",4,40,12
"1932","Zarray","Vervet","LP","6",5,40,12
"1933","Zarray","Vervet","LP","2",6,40,12
"1934","Zarray","Vervet","LP","1040",7,40,12
"1935","Zarray","Vervet","LP","1",1,41,12
"1936","Zarray","Vervet","LP","3",2,41,12
"1937","Zarray","Vervet","LP","4",3,41,12
"1938","Zarray","Vervet","LP","5",4,41,12
"1939","Zarray","Vervet","LP","6",5,41,12
"1940","Zarray","Vervet","LP","2",6,41,12
"1941","Zarray","Vervet","LP","1041",7,41,12
"1942","Zarray","Vervet","LP","1",1,42,12
"1943","Zarray","Vervet","LP","3",2,42,12
"1944","Zarray","Vervet","LP","4",3,42,12
"1945","Zarray","Vervet","LP","5",4,42,12
"1946","Zarray","Vervet","LP","6",5,42,12
"1947","Zarray","Vervet","LP","2",6,42,12
"1948","Zarray","Vervet","LP","1042",7,42,12
"1949","Zarray","Vervet","LP","1",1,43,12
"1950","Zarray","Vervet","LP","3",2,43,12
"1951","Zarray","Vervet","LP","4",3,43,12
"1952","Zarray","Vervet","LP","5",4,43,12
"1953","Zarray","Vervet","LP","6",5,43,12
"1954","Zarray","Vervet","LP","2",6,43,12
"1955","Zarray","Vervet","LP","1043",7,43,12
"1956","Zarray","Vervet","LP","1",1,44,12
"1957","Zarray","Vervet","LP","3",2,44,12
"1958","Zarray","Vervet","LP","4",3,44,12
"1959","Zarray","Vervet","LP","5",4,44,12
"1960","Zarray","Vervet","LP","6",5,44,12
"1961","Zarray","Vervet","LP","2",6,44,12
"1962","Zarray","Vervet","LP","1044",7,44,12
"1963","Zarray","Vervet","LP","5",1,45,13
"1964","Zarray","Vervet","LP","4",2,45,13
"1965","Zarray","Vervet","LP","3",3,45,13
"1966","Zarray","Vervet","LP","1",4,45,13
"1967","Zarray","Vervet","LP","2",5,45,13
"1968","Zarray","Vervet","LP","6",6,45,13
"1969","Zarray","Vervet","LP","1045",7,45,13
"1970","Zarray","Vervet","LP","5",1,46,14
"1971","Zarray","Vervet","LP","6",2,46,14
"1972","Zarray","Vervet","LP","4",3,46,14
"1973","Zarray","Vervet","LP","3",4,46,14
"1974","Zarray","Vervet","LP","2",5,46,14
"1975","Zarray","Vervet","LP","1",6,46,14
"1976","Zarray","Vervet","LP","1046",7,46,14
"1977","Zarray","Vervet","LP","1",1,47,14
"1978","Zarray","Vervet","LP","3",2,47,14
"1979","Zarray","Vervet","LP","4",3,47,14
"1980","Zarray","Vervet","LP","5",4,47,14
"1981","Zarray","Vervet","LP","6",5,47,14
"1982","Zarray","Vervet","LP","2",6,47,14
"1983","Zarray","Vervet","LP","1047",7,47,14
"1984","Zarray","Vervet","LP","1",1,48,14
"1985","Zarray","Vervet","LP","3",2,48,14
"1986","Zarray","Vervet","LP","4",3,48,14
"1987","Zarray","Vervet","LP","5",4,48,14
"1988","Zarray","Vervet","LP","6",5,48,14
"1989","Zarray","Vervet","LP","2",6,48,14
"1990","Zarray","Vervet","LP","1048",7,48,14
"1991","Zarray","Vervet","LP","1",1,49,14
"1992","Zarray","Vervet","LP","3",2,49,14
"1993","Zarray","Vervet","LP","4",3,49,14
"1994","Zarray","Vervet","LP","5",4,49,14
"1995","Zarray","Vervet","LP","6",5,49,14
"1996","Zarray","Vervet","LP","3",6,49,14
"1997","Zarray","Vervet","LP","2",7,49,14
"1998","Zarray","Vervet","LP","1049",8,49,14
"1999","Zarray","Vervet","LP","1",1,50,14
"2000","Zarray","Vervet","LP","3",2,50,14
"2001","Zarray","Vervet","LP","4",3,50,14
"2002","Zarray","Vervet","LP","5",4,50,14
"2003","Zarray","Vervet","LP","6",5,50,14
"2004","Zarray","Vervet","LP","2",6,50,14
"2005","Zarray","Vervet","LP","1050",7,50,14
"2006","Zarray","Vervet","LP","1",1,51,14
"2007","Zarray","Vervet","LP","3",2,51,14
"2008","Zarray","Vervet","LP","4",3,51,14
"2009","Zarray","Vervet","LP","5",4,51,14
"2010","Zarray","Vervet","LP","6",5,51,14
"2011","Zarray","Vervet","LP","2",6,51,14
"2012","Zarray","Vervet","LP","1051",7,51,14
"2013","Zarray","Vervet","LP","5",1,52,14
"2014","Zarray","Vervet","LP","4",2,52,14
"2015","Zarray","Vervet","LP","3",3,52,14
"2016","Zarray","Vervet","LP","1",4,52,14
"2017","Zarray","Vervet","LP","2",5,52,14
"2018","Zarray","Vervet","LP","6",6,52,14
"2019","Zarray","Vervet","LP","1052",7,52,14
"2020","Zarray","Vervet","LP","2",1,53,15
"2021","Zarray","Vervet","LP","3",2,53,15
"2022","Zarray","Vervet","LP","4",3,53,15
"2023","Zarray","Vervet","LP","5",4,53,15
"2024","Zarray","Vervet","LP","6",5,53,15
"2025","Zarray","Vervet","LP","1",6,53,15
"2026","Zarray","Vervet","LP","1053",7,53,15
"2027","Zarray","Vervet","LP","1",1,54,15
"2028","Zarray","Vervet","LP","3",2,54,15
"2029","Zarray","Vervet","LP","4",3,54,15
"2030","Zarray","Vervet","LP","5",4,54,15
"2031","Zarray","Vervet","LP","6",5,54,15
"2032","Zarray","Vervet","LP","2",6,54,15
"2033","Zarray","Vervet","LP","1054",7,54,15
"2034","Zarray","Vervet","LP","1",1,55,15
"2035","Zarray","Vervet","LP","3",2,55,15
"2036","Zarray","Vervet","LP","4",3,55,15
"2037","Zarray","Vervet","LP","5",4,55,15
"2038","Zarray","Vervet","LP","6",5,55,15
"2039","Zarray","Vervet","LP","2",6,55,15
"2040","Zarray","Vervet","LP","1055",7,55,15
"2041","Zarray","Vervet","LP","1",1,56,15
"2042","Zarray","Vervet","LP","3",2,56,15
"2043","Zarray","Vervet","LP","4",3,56,15
"2044","Zarray","Vervet","LP","5",4,56,15
"2045","Zarray","Vervet","LP","6",5,56,15
"2046","Zarray","Vervet","LP","2",6,56,15
"2047","Zarray","Vervet","LP","1056",7,56,15
"2048","Zarray","Vervet","LP","2",1,57,15
"2049","Zarray","Vervet","LP","3",2,57,15
"2050","Zarray","Vervet","LP","4",3,57,15
"2051","Zarray","Vervet","LP","5",4,57,15
"2052","Zarray","Vervet","LP","6",5,57,15
"2053","Zarray","Vervet","LP","1",6,57,15
"2054","Zarray","Vervet","LP","1057",7,57,15
"2055","Zarray","Vervet","LP","2",1,58,15
"2056","Zarray","Vervet","LP","3",2,58,15
"2057","Zarray","Vervet","LP","4",3,58,15
"2058","Zarray","Vervet","LP","5",4,58,15
"2059","Zarray","Vervet","LP","6",5,58,15
"2060","Zarray","Vervet","LP","1",6,58,15
"2061","Zarray","Vervet","LP","1058",7,58,15
"2062","Zarray","Vervet","LP","2",1,59,15
"2063","Zarray","Vervet","LP","3",2,59,15
"2064","Zarray","Vervet","LP","4",3,59,15
"2065","Zarray","Vervet","LP","5",4,59,15
"2066","Zarray","Vervet","LP","6",5,59,15
"2067","Zarray","Vervet","LP","1",6,59,15
"2068","Zarray","Vervet","LP","1059",7,59,15
"2069","Zarray","Vervet","LP","2",1,60,15
"2070","Zarray","Vervet","LP","3",2,60,15
"2071","Zarray","Vervet","LP","4",3,60,15
"2072","Zarray","Vervet","LP","5",4,60,15
"2073","Zarray","Vervet","LP","6",5,60,15
"2074","Zarray","Vervet","LP","1",6,60,15
"2075","Zarray","Vervet","LP","1060",7,60,15
"2076","Zarray","Vervet","LP","2",1,61,15
"2077","Zarray","Vervet","LP","3",2,61,15
"2078","Zarray","Vervet","LP","4",3,61,15
"2079","Zarray","Vervet","LP","5",4,61,15
"2080","Zarray","Vervet","LP","6",5,61,15
"2081","Zarray","Vervet","LP","1",6,61,15
"2082","Zarray","Vervet","LP","1061",7,61,15
"2083","Zarray","Vervet","LP","4",1,62,16
"2084","Zarray","Vervet","LP","3",2,62,16
"2085","Zarray","Vervet","LP","2",3,62,16
"2086","Zarray","Vervet","LP","1",4,62,16
"2087","Zarray","Vervet","LP","6",5,62,16
"2088","Zarray","Vervet","LP","5",6,62,16
"2089","Zarray","Vervet","LP","1062",7,62,16
"2090","Zarray","Vervet","LP","1",1,63,16
"2091","Zarray","Vervet","LP","3",2,63,16
"2092","Zarray","Vervet","LP","4",3,63,16
"2093","Zarray","Vervet","LP","5",4,63,16
"2094","Zarray","Vervet","LP","6",5,63,16
"2095","Zarray","Vervet","LP","2",6,63,16
"2096","Zarray","Vervet","LP","1063",7,63,16
"2097","Zarray","Vervet","LP","5",1,64,17
"2098","Zarray","Vervet","LP","4",2,64,17
"2099","Zarray","Vervet","LP","3",3,64,17
"2100","Zarray","Vervet","LP","2",4,64,17
"2101","Zarray","Vervet","LP","1",5,64,17
"2102","Zarray","Vervet","LP","6",6,64,17
"2103","Zarray","Vervet","LP","1064",7,64,17
"2104","Zarray","Vervet","LP","5",1,65,17
"2105","Zarray","Vervet","LP","4",2,65,17
"2106","Zarray","Vervet","LP","3",3,65,17
"2107","Zarray","Vervet","LP","2",4,65,17
"2108","Zarray","Vervet","LP","1",5,65,17
"2109","Zarray","Vervet","LP","6",6,65,17
"2110","Zarray","Vervet","LP","1065",7,65,17
"2111","Zarray","Vervet","LP","5",1,66,17
"2112","Zarray","Vervet","LP","4",2,66,17
"2113","Zarray","Vervet","LP","3",3,66,17
"2114","Zarray","Vervet","LP","2",4,66,17
"2115","Zarray","Vervet","LP","1",5,66,17
"2116","Zarray","Vervet","LP","4",6,66,17
"2117","Zarray","Vervet","LP","6",7,66,17
"2118","Zarray","Vervet","LP","1066",8,66,17
"2119","Zarray","Vervet","LP","5",1,67,17
"2120","Zarray","Vervet","LP","4",2,67,17
"2121","Zarray","Vervet","LP","3",3,67,17
"2122","Zarray","Vervet","LP","2",4,67,17
"2123","Zarray","Vervet","LP","1",5,67,17
"2124","Zarray","Vervet","LP","6",6,67,17
"2125","Zarray","Vervet","LP","1067",7,67,17
"2126","Zarray","Vervet","LP","5",1,68,17
"2127","Zarray","Vervet","LP","4",2,68,17
"2128","Zarray","Vervet","LP","3",3,68,17
"2129","Zarray","Vervet","LP","2",4,68,17
"2130","Zarray","Vervet","LP","1",5,68,17
"2131","Zarray","Vervet","LP","6",6,68,17
"2132","Zarray","Vervet","LP","1068",7,68,17
"2133","Zarray","Vervet","LP","3",1,69,18
"2134","Zarray","Vervet","LP","2",2,69,18
"2135","Zarray","Vervet","LP","1",3,69,18
"2136","Zarray","Vervet","LP","4",4,69,18
"2137","Zarray","Vervet","LP","5",5,69,18
"2138","Zarray","Vervet","LP","6",6,69,18
"2139","Zarray","Vervet","LP","1069",7,69,18
"2140","Zarray","Vervet","LP","6",1,70,18
"2141","Zarray","Vervet","LP","4",2,70,18
"2142","Zarray","Vervet","LP","3",3,70,18
"2143","Zarray","Vervet","LP","2",4,70,18
"2144","Zarray","Vervet","LP","1",5,70,18
"2145","Zarray","Vervet","LP","5",6,70,18
"2146","Zarray","Vervet","LP","1070",7,70,18
"2147","Zarray","Vervet","LP","4",1,71,18
"2148","Zarray","Vervet","LP","3",2,71,18
"2149","Zarray","Vervet","LP","1",3,71,18
"2150","Zarray","Vervet","LP","2",4,71,18
"2151","Zarray","Vervet","LP","6",5,71,18
"2152","Zarray","Vervet","LP","5",6,71,18
"2153","Zarray","Vervet","LP","1071",7,71,18
"2154","Zarray","Vervet","LP","2",1,72,18
"2155","Zarray","Vervet","LP","1",2,72,18
"2156","Zarray","Vervet","LP","3",3,72,18
"2157","Zarray","Vervet","LP","4",4,72,18
"2158","Zarray","Vervet","LP","5",5,72,18
"2159","Zarray","Vervet","LP","6",6,72,18
"2160","Zarray","Vervet","LP","1072",7,72,18
"2161","Zarray","Vervet","LP","3",1,73,18
"2162","Zarray","Vervet","LP","4",2,73,18
"2163","Zarray","Vervet","LP","1",3,73,18
"2164","Zarray","Vervet","LP","2",4,73,18
"2165","Zarray","Vervet","LP","6",5,73,18
"2166","Zarray","Vervet","LP","5",6,73,18
"2167","Zarray","Vervet","LP","1073",7,73,18
"2168","Zarray","Vervet","LP","4",1,74,19
"2169","Zarray","Vervet","LP","3",2,74,19
"2170","Zarray","Vervet","LP","1",3,74,19
"2171","Zarray","Vervet","LP","2",4,74,19
"2172","Zarray","Vervet","LP","5",5,74,19
"2173","Zarray","Vervet","LP","6",6,74,19
"2174","Zarray","Vervet","LP","1074",7,74,19
"2175","Zarray","Vervet","LT","6",1,1,1
"2176","Zarray","Vervet","LT","5",2,1,1
"2177","Zarray","Vervet","LT","4",3,1,1
"2178","Zarray","Vervet","LT","3",4,1,1
"2179","Zarray","Vervet","LT","2",5,1,1
"2180","Zarray","Vervet","LT","1",6,1,1
"2181","Zarray","Vervet","LT","1001",7,1,1
"2182","Zarray","Vervet","LT","5",1,2,2
"2183","Zarray","Vervet","LT","4",2,2,2
"2184","Zarray","Vervet","LT","3",3,2,2
"2185","Zarray","Vervet","LT","2",4,2,2
"2186","Zarray","Vervet","LT","1",5,2,2
"2187","Zarray","Vervet","LT","6",6,2,2
"2188","Zarray","Vervet","LT","1002",7,2,2
"2189","Zarray","Vervet","LT","1",1,3,3
"2190","Zarray","Vervet","LT","3",2,3,3
"2191","Zarray","Vervet","LT","4",3,3,3
"2192","Zarray","Vervet","LT","5",4,3,3
"2193","Zarray","Vervet","LT","6",5,3,3
"2194","Zarray","Vervet","LT","2",6,3,3
"2195","Zarray","Vervet","LT","1003",7,3,3
"2196","Zarray","Vervet","MA","2",1,1,1
"2197","Zarray","Vervet","MA","3",2,1,1
"2198","Zarray","Vervet","MA","4",3,1,1
"2199","Zarray","Vervet","MA","5",4,1,1
"2200","Zarray","Vervet","MA","6",5,1,1
"2201","Zarray","Vervet","MA","1",6,1,1
"2202","Zarray","Vervet","MA","1001",7,1,1
"2203","Zarray","Vervet","MA","5",1,2,2
"2204","Zarray","Vervet","MA","4",2,2,2
"2205","Zarray","Vervet","MA","3",3,2,2
"2206","Zarray","Vervet","MA","2",4,2,2
"2207","Zarray","Vervet","MA","1",5,2,2
"2208","Zarray","Vervet","MA","6",6,2,2
"2209","Zarray","Vervet","MA","1002",7,2,2
"2210","Zarray","Vervet","MA","4",1,3,3
"2211","Zarray","Vervet","MA","3",2,3,3
"2212","Zarray","Vervet","MA","5",3,3,3
"2213","Zarray","Vervet","MA","6",4,3,3
"2214","Zarray","Vervet","MA","1",5,3,3
"2215","Zarray","Vervet","MA","2",6,3,3
"2216","Zarray","Vervet","MA","1003",7,3,3
"2217","Zarray","Vervet","MA","4",1,4,3
"2218","Zarray","Vervet","MA","5",2,4,3
"2219","Zarray","Vervet","MA","6",3,4,3
"2220","Zarray","Vervet","MA","3",4,4,3
"2221","Zarray","Vervet","MA","2",5,4,3
"2222","Zarray","Vervet","MA","1",6,4,3
"2223","Zarray","Vervet","MA","1004",7,4,3
"2224","Zarray","Vervet","MA","1",1,5,3
"2225","Zarray","Vervet","MA","3",2,5,3
"2226","Zarray","Vervet","MA","4",3,5,3
"2227","Zarray","Vervet","MA","5",4,5,3
"2228","Zarray","Vervet","MA","6",5,5,3
"2229","Zarray","Vervet","MA","2",6,5,3
"2230","Zarray","Vervet","MA","1005",7,5,3
"2231","Zarray","Vervet","MA","1",1,6,3
"2232","Zarray","Vervet","MA","3",2,6,3
"2233","Zarray","Vervet","MA","4",3,6,3
"2234","Zarray","Vervet","MA","5",4,6,3
"2235","Zarray","Vervet","MA","6",5,6,3
"2236","Zarray","Vervet","MA","2",6,6,3
"2237","Zarray","Vervet","MA","1006",7,6,3
"2238","Zarray","Vervet","MA","1",1,7,4
"2239","Zarray","Vervet","MA","3",2,7,4
"2240","Zarray","Vervet","MA","4",3,7,4
"2241","Zarray","Vervet","MA","5",4,7,4
"2242","Zarray","Vervet","MA","6",5,7,4
"2243","Zarray","Vervet","MA","2",6,7,4
"2244","Zarray","Vervet","MA","1007",7,7,4
"2245","Zarray","Vervet","MA","1",1,8,5
"2246","Zarray","Vervet","MA","3",2,8,5
"2247","Zarray","Vervet","MA","4",3,8,5
"2248","Zarray","Vervet","MA","5",4,8,5
"2249","Zarray","Vervet","MA","6",5,8,5
"2250","Zarray","Vervet","MA","2",6,8,5
"2251","Zarray","Vervet","MA","1008",7,8,5
"2252","Zarray","Vervet","MA","1",1,9,6
"2253","Zarray","Vervet","MA","3",2,9,6
"2254","Zarray","Vervet","MA","4",3,9,6
"2255","Zarray","Vervet","MA","5",4,9,6
"2256","Zarray","Vervet","MA","6",5,9,6
"2257","Zarray","Vervet","MA","2",6,9,6
"2258","Zarray","Vervet","MA","1009",7,9,6
"2259","Zarray","Vervet","MA","4",1,10,6
"2260","Zarray","Vervet","MA","3",2,10,6
"2261","Zarray","Vervet","MA","2",3,10,6
"2262","Zarray","Vervet","MA","1",4,10,6
"2263","Zarray","Vervet","MA","5",5,10,6
"2264","Zarray","Vervet","MA","6",6,10,6
"2265","Zarray","Vervet","MA","1010",7,10,6
"2266","Zarray","Vervet","MA","1",1,11,7
"2267","Zarray","Vervet","MA","3",2,11,7
"2268","Zarray","Vervet","MA","4",3,11,7
"2269","Zarray","Vervet","MA","5",4,11,7
"2270","Zarray","Vervet","MA","6",5,11,7
"2271","Zarray","Vervet","MA","2",6,11,7
"2272","Zarray","Vervet","MA","1011",7,11,7
"2273","Zarray","Vervet","MA","4",1,12,8
"2274","Zarray","Vervet","MA","3",2,12,8
"2275","Zarray","Vervet","MA","2",3,12,8
"2276","Zarray","Vervet","MA","1",4,12,8
"2277","Zarray","Vervet","MA","5",5,12,8
"2278","Zarray","Vervet","MA","6",6,12,8
"2279","Zarray","Vervet","MA","1012",7,12,8
"2280","Zarray","Vervet","MA","2",1,13,8
"2281","Zarray","Vervet","MA","3",2,13,8
"2282","Zarray","Vervet","MA","4",3,13,8
"2283","Zarray","Vervet","MA","5",4,13,8
"2284","Zarray","Vervet","MA","6",5,13,8
"2285","Zarray","Vervet","MA","1",6,13,8
"2286","Zarray","Vervet","MA","1013",7,13,8
"2287","Zarray","Vervet","MA","2",1,14,8
"2288","Zarray","Vervet","MA","3",2,14,8
"2289","Zarray","Vervet","MA","4",3,14,8
"2290","Zarray","Vervet","MA","5",4,14,8
"2291","Zarray","Vervet","MA","6",5,14,8
"2292","Zarray","Vervet","MA","1",6,14,8
"2293","Zarray","Vervet","MA","1014",7,14,8
"2294","Zarray","Vervet","MA","1",1,15,8
"2295","Zarray","Vervet","MA","3",2,15,8
"2296","Zarray","Vervet","MA","4",3,15,8
"2297","Zarray","Vervet","MA","5",4,15,8
"2298","Zarray","Vervet","MA","6",5,15,8
"2299","Zarray","Vervet","MA","2",6,15,8
"2300","Zarray","Vervet","MA","1015",7,15,8
"2301","Zarray","Vervet","MA","2",1,16,8
"2302","Zarray","Vervet","MA","3",2,16,8
"2303","Zarray","Vervet","MA","4",3,16,8
"2304","Zarray","Vervet","MA","5",4,16,8
"2305","Zarray","Vervet","MA","6",5,16,8
"2306","Zarray","Vervet","MA","1",6,16,8
"2307","Zarray","Vervet","MA","1016",7,16,8
"2308","Zarray","Vervet","MA","3",1,17,8
"2309","Zarray","Vervet","MA","4",2,17,8
"2310","Zarray","Vervet","MA","6",3,17,8
"2311","Zarray","Vervet","MA","5",4,17,8
"2312","Zarray","Vervet","MA","2",5,17,8
"2313","Zarray","Vervet","MA","1",6,17,8
"2314","Zarray","Vervet","MA","1017",7,17,8
"2315","Zarray","Vervet","MA","1",1,18,8
"2316","Zarray","Vervet","MA","3",2,18,8
"2317","Zarray","Vervet","MA","4",3,18,8
"2318","Zarray","Vervet","MA","6",4,18,8
"2319","Zarray","Vervet","MA","5",5,18,8
"2320","Zarray","Vervet","MA","2",6,18,8
"2321","Zarray","Vervet","MA","1018",7,18,8
"2322","Zarray","Vervet","MA","1",1,19,9
"2323","Zarray","Vervet","MA","4",2,19,9
"2324","Zarray","Vervet","MA","5",3,19,9
"2325","Zarray","Vervet","MA","6",4,19,9
"2326","Zarray","Vervet","MA","3",5,19,9
"2327","Zarray","Vervet","MA","2",6,19,9
"2328","Zarray","Vervet","MA","1019",7,19,9
"2329","Zarray","Vervet","MA","5",1,20,9
"2330","Zarray","Vervet","MA","4",2,20,9
"2331","Zarray","Vervet","MA","3",3,20,9
"2332","Zarray","Vervet","MA","2",4,20,9
"2333","Zarray","Vervet","MA","1",5,20,9
"2334","Zarray","Vervet","MA","6",6,20,9
"2335","Zarray","Vervet","MA","1020",7,20,9
"2336","Zarray","Vervet","MA","2",1,21,10
"2337","Zarray","Vervet","MA","3",2,21,10
"2338","Zarray","Vervet","MA","4",3,21,10
"2339","Zarray","Vervet","MA","5",4,21,10
"2340","Zarray","Vervet","MA","6",5,21,10
"2341","Zarray","Vervet","MA","1",6,21,10
"2342","Zarray","Vervet","MA","1021",7,21,10
"2343","Zarray","Vervet","MA","1",1,22,10
"2344","Zarray","Vervet","MA","3",2,22,10
"2345","Zarray","Vervet","MA","4",3,22,10
"2346","Zarray","Vervet","MA","5",4,22,10
"2347","Zarray","Vervet","MA","6",5,22,10
