"","Array","Species","ID","Sequence","Session","Trial"
"1184","Zarray","Vervet","VP","543216",10,19
"1185","Zarray","Vervet","VP","543216",10,20
"1186","Zarray","Vervet","VP","213456",10,21
"1187","Zarray","Vervet","VP","213456",10,22
"1188","Zarray","Vervet","VP","654312",10,23
"1189","Zarray","Vervet","VP","654312",10,24
"1190","Zarray","Vervet","VP","654312",10,25
"1191","Zarray","Vervet","VP","654312",10,26
"1192","Zarray","Vervet","VP","564321",11,27
"1193","Zarray","Vervet","VP","564321",11,28
"1194","Zarray","Vervet","VP","564321",11,29
"1195","Zarray","Vervet","VP","123456",11,30
"1196","Zarray","Vervet","VP","5436312",11,31
"1197","Zarray","Vervet","VP","234651",11,32
"1198","Zarray","Vervet","VP","134562",11,33
"1199","Zarray","Vervet","VP","234561",12,34
"1200","Zarray","Vervet","VP","123456",12,35
"1201","Zarray","Vervet","VP","2345631",12,36
"1202","Zarray","Vervet","VP","654321",12,37
"1203","Zarray","Vervet","VP","231456",12,38
"1204","Zarray","Vervet","VP","564321",13,39
"1205","Zarray","Vervet","VP","123456",13,40
"1206","Zarray","Vervet","VP","234561",13,41
"1207","Zarray","Vervet","VP","123456",13,42
"1208","Zarray","Vervet","VP","234561",13,43
"1209","Zarray","Vervet","VP","234561",13,44
"1210","Zarray","Vervet","VP","234561",13,45
"1211","Zarray","Vervet","VP","543216",13,46
"1212","Zarray","Vervet","VP","543216",13,47
"1213","Zarray","Vervet","VP","543216",13,48
"1214","Zarray","Vervet","VP","543216",13,49
"1215","Zarray","Vervet","VP","213456",14,50
"1216","Zarray","Vervet","VP","123456",14,51
"1217","Zarray","Vervet","VP","564321",14,52
"1218","Zarray","Vervet","VP","123465",14,53
"1219","Zarray","Vervet","VP","123465",14,54
"1220","Zarray","Vervet","VP","564321",15,55
"1221","Zarray","Vervet","VP","123456",15,56
"1222","Zarray","Vervet","VP","234561",15,57
"1223","Zarray","Vervet","VP","213456",15,58
"1224","Zarray","Vervet","VP","234561",15,59
"1225","Zarray","Vervet","VP","234561",15,60
"1226","Zarray","Vervet","VP","564321",16,61
"1227","Zarray","Vervet","VP","213456",16,62
"1228","Zarray","Vervet","VP","213456",16,63
"1229","Zarray","Vervet","VP","123456",16,64
"1230","Zarray","Vervet","VP","123456",16,65
"1231","Zarray","Vervet","VP","234561",16,66
"1232","Zarray","Vervet","VP","213456",16,67
"1233","Zarray","Vervet","VP","213456",16,68
"1234","Zarray","Vervet","VP","234651",16,69
"1235","Zarray","Vervet","VP","213456",16,70
"1236","Zarray","Vervet","VP","234561",16,71
"1237","Zarray","Vervet","VP","234561",16,72
"1238","Zarray","Vervet","VP","234561",16,73
"1239","Zarray","Vervet","VP","564321",17,74
"1240","Zarray","Vervet","VP","123456",17,75
"1241","Zarray","Vervet","VP","564321",17,76
"1242","Zarray","Vervet","VP","123456",17,77
"1243","Zarray","Vervet","VP","654321",17,78
"1244","Zarray","Vervet","VP","213456",17,79
"1245","Zarray","Vervet","VP","654312",17,80
"1246","Zarray","Vervet","VP","213456",17,81
"1247","Zarray","Vervet","VP","123456",18,82
"1248","Zarray","Vervet","VP","213456",18,83
"1249","Zarray","Vervet","VP","123456",18,84
"1250","Zarray","Vervet","VP","564321",18,85
"1251","Zarray","Vervet","VP","213456",18,86
"1252","Zarray","Vervet","VP","654321",18,87
"1253","Zarray","Vervet","VP","123456",18,88
"1254","Zarray","Vervet","VP","123456",18,89
"1255","Zarray","Vervet","VP","234561",18,90
"1256","Zarray","Vervet","VP","134562",18,91
"1257","Zarray","Vervet","VP","123456",18,92
"1258","Zarray","Vervet","VP","123456",18,93
"1259","Zarray","Vervet","VP","123456",18,94
"1260","Zarray","Vervet","VP","123456",18,95
"1261","Zarray","Vervet","VP","654321",18,96
"1262","Zarray","Vervet","VP","123456",18,97
"1263","Zarray","Vervet","VP","654321",18,98
"1264","Zarray","Vervet","VP","234561",18,99
"1265","Zarray","Vervet","VP","213456",18,100
"1266","Zarray","Vervet","VP","234561",18,101
"1267","DT","Aye aye","Ardery","143562F",1,1
"1268","DT","Aye aye","Ardery","345651415362F",1,2
"1269","DT","Aye aye","Ardery","54561615623F",2,3
"1270","DT","Aye aye","Ardery","4165414623F",2,4
"1271","DT","Aye aye","Ardery","165632643162356F",2,5
"1272","DT","Aye aye","Ardery","16534562F",2,6
"1273","DT","Aye aye","Ardery","2126434626216565363F",2,7
"1274","DT","Aye aye","Endora","43461214543F",1,1
"1275","DT","Aye aye","Endora","341612345F",1,2
"1276","DT","Aye aye","Endora","5432154126F",1,3
"1277","DT","Aye aye","Endora","45414365432F",1,4
"1278","DT","Aye aye","Endora","214145164214543F",1,5
"1279","DT","Aye aye","Endora","14614543216F",2,6
"1280","DT","Aye aye","Endora","41653416432F",2,7
"1281","DT","Aye aye","Endora","32143456F",2,8
"1282","DT","Aye aye","Endora","645412164513F",2,9
"1283","DT","Aye aye","Endora","51216543F",3,10
"1284","DT","Aye aye","Endora","123412165F",3,11
"1285","DT","Aye aye","Endora","2161456143F",3,12
"1286","DT","Aye aye","Endora","1234121456F",3,13
"1287","DT","Aye aye","Endora","6124121645416123543F",3,14
"1288","DT","Aye aye","Endora","616541614532F",3,15
"1289","DT","Aye aye","Kali","4653621F",1,1
"1290","DT","Aye aye","Kali","4561653561235621656565326532653F",1,2
"1291","DT","Aye aye","Kali","6214562653F",2,3
"1292","DT","Aye aye","Kali","214536F",2,4
"1293","DT","Aye aye","Kali","14541216123F",2,5
"1294","DT","Aye aye","Kali","561214543F",2,6
"1295","DT","Aye aye","Kali","14353216F",2,7
"1296","DT","Aye aye","Merlin","3435624356235621354F",1,1
"1297","DT","Aye aye","Merlin","6321653564F",1,2
"1298","DT","Aye aye","Merlin","6123563535616535623535612354F",1,3
"1299","DT","Aye aye","Merlin","462653561F",1,4
"1300","DT","Aye aye","Merlin","353216535623265326143562353564F",1,5
"1301","DT","Aye aye","Merlin","6416432162356214365F",2,6
"1302","DT","Aye aye","Merlin","5341653265356536532F",2,7
"1303","DT","Aye aye","Merlin","532654565321F",2,8
"1304","DT","Aye aye","Merlin","416532153F",2,9
"1305","DT","Aye aye","Merlin","35326532653214F",2,10
"1306","DT","Aye aye","Merlin","61653264F",2,11
"1307","DT","Aye aye","Merlin","456435621F",3,12
"1308","DT","Aye aye","Merlin","64321435F",3,13
"1309","DT","Aye aye","Merlin","61416532F",3,14
"1310","DT","Aye aye","Merlin","6432163265F",3,15
"1311","DT","Aye aye","Merlin","416543265F",3,16
"1312","DT","Aye aye","Merlin","643214365F",3,17
"1313","DT","Aye aye","Merlin","61432145F",3,18
"1314","DT","Aye aye","Merlin","6123265326526532653214F",3,19
"1315","DT","Aye aye","Merlin","416436532F",3,20
"1316","DT","Aye aye","Merlin","653214F",3,21
"1317","DT","Aye aye","Merlin","416532F",3,22
"1318","DT","Aye aye","Merlin","653214F",3,23
"1319","DT","Aye aye","Merlin","612321465F",3,24
"1320","DT","Aye aye","Merlin","6143265F",3,25
"1321","DT","Aye aye","Merlin","165326532164F",3,26
"1322","DT","Aye aye","Merlin","65324326535653265341F",3,27
"1323","DT","Aye aye","Nosy","453562351F",1,1
"1324","DT","Aye aye","Nosy","632562356235614F",1,2
"1325","DT","Aye aye","Nosy","235465351F",1,3
"1326","DT","Aye aye","Nosy","356245623561F",1,4
"1327","DT","Aye aye","Nosy","14123546F",2,5
"1328","DT","Aye aye","Nosy","416145623F",2,6
"1329","DT","Aye aye","Nosy","4616235624356143F",2,7
"1330","DT","Aye aye","Nosy","1623456235F",2,8
"1331","DT","Aye aye","Nosy","6235624561F",2,9
"1332","DT","Aye aye","Ozma","2141262346235F",1,1
"1333","DT","Aye aye","Ozma","26536531654161435F",2,2
"1334","DT","Aye aye","Ozma","14356542F",3,3
"1335","DT","Aye aye","Ozma","45621435F",3,4
"1336","DT","Aye aye","Ozma","5412145356F",4,5
"1337","DT","Aye aye","Ozma","543541214356F",4,6
"1338","DT","Aye aye","Ozma","12354123412356F",4,7
"1339","DT","Aye aye","Ozma","121451245623F",4,8
"1340","DT","Dwarf Lemur","Auklet","45616123F",1,1
"1341","DT","Dwarf Lemur","Auklet","1245124346F",1,2
"1342","DT","Dwarf Lemur","Auklet","214534216F",1,3
"1343","DT","Dwarf Lemur","Auklet","621621453F",2,4
"1344","DT","Dwarf Lemur","Auklet","62161212345F",2,5
"1345","DT","Dwarf Lemur","Auklet","212143416232145F",2,6
"1346","DT","Dwarf Lemur","Auklet","1234543216F",2,7
"1347","DT","Dwarf Lemur","Auklet","61254561245163F",2,8
"1348","DT","Dwarf Lemur","Auklet","43541216F",3,9
"1349","DT","Dwarf Lemur","Auklet","1354216F",3,10
"1350","DT","Dwarf Lemur","Auklet","12145121643F",3,11
"1351","DT","Dwarf Lemur","Auklet","216541216121653F",3,12
"1352","DT","Dwarf Lemur","Auklet","12454216543F",3,13
"1353","DT","Dwarf Lemur","Auklet","612164543F",3,14
"1354","DT","Dwarf Lemur","Auklet","6124342165F",3,15
"1355","DT","Dwarf Lemur","Auklet","61216534F",4,16
"1356","DT","Dwarf Lemur","Auklet","61215421653F",4,17
"1357","DT","Dwarf Lemur","Auklet","61216543F",4,18
"1358","DT","Dwarf Lemur","Auklet","6121453F",4,19
"1359","DT","Dwarf Lemur","Auklet","61216543F",4,20
"1360","DT","Dwarf Lemur","Auklet","6121543F",4,21
"1361","DT","Dwarf Lemur","Auklet","61216543F",4,22
"1362","DT","Dwarf Lemur","Auklet","612453F",4,23
"1363","DT","Dwarf Lemur","Auklet","6124543F",4,24
"1364","DT","Dwarf Lemur","Osprey","4535612F",1,1
"1365","DT","Dwarf Lemur","Osprey","216543F",1,2
"1366","DT","Dwarf Lemur","Osprey","121545612453F",1,3
"1367","DT","Dwarf Lemur","Osprey","6154321416123435F",1,4
"1368","DT","Dwarf Lemur","Osprey","161453412F",1,5
"1369","DT","Dwarf Lemur","Osprey","1214145126543F",1,6
"1370","DT","Dwarf Lemur","Osprey","21654121612453F",1,7
"1371","DT","Dwarf Lemur","Osprey","1216453F",1,8
"1372","DT","Dwarf Lemur","Osprey","12161216542165453F",1,9
"1373","DT","Dwarf Lemur","Osprey","12165421653F",2,10
"1374","DT","Dwarf Lemur","Osprey","12165321654F",2,11
"1375","DT","Dwarf Lemur","Osprey","61214345F",2,12
"1376","DT","Dwarf Lemur","Osprey","12161216212354F",2,13
"1377","DT","Dwarf Lemur","Osprey","12435126F",2,14
"1378","DT","Dwarf Lemur","Osprey","1216541243F",2,15
"1379","DT","Dwarf Lemur","Osprey","1216541243F",2,16
"1380","DT","Dwarf Lemur","Osprey","6121654543F",2,17
"1381","DT","Dwarf Lemur","Osprey","61216542121653F",2,18
"1382","DT","Dwarf Lemur","Osprey","126543F",2,19
"1383","DT","Dwarf Lemur","Osprey","1216534F",3,20
"1384","DT","Dwarf Lemur","Osprey","6161216543F",3,21
"1385","DT","Dwarf Lemur","Osprey","6121216534F",3,22
"1386","DT","Dwarf Lemur","Osprey","61216543F",3,23
"1387","DT","Dwarf Lemur","Osprey","645421653F",3,24
"1388","DT","Dwarf Lemur","Osprey","6124345F",3,25
"1389","DT","Dwarf Lemur","Osprey","612453F",3,26
"1390","DT","Dwarf Lemur","Osprey","61216534F",3,27
"1391","DT","Dwarf Lemur","Osprey","61216534F",3,28
"1392","DT","Dwarf Lemur","Osprey","612435F",3,29
"1393","DT","Dwarf Lemur","Quetzal","24546531F",1,1
"1394","DT","Dwarf Lemur","Quetzal","321232456F",1,2
"1395","DT","Dwarf Lemur","Quetzal","2145415421616123F",1,3
"1396","DT","Dwarf Lemur","Quetzal","6121654123F",1,4
"1397","DT","Dwarf Lemur","Quetzal","61612164345F",1,5
"1398","DT","Dwarf Lemur","Quetzal","345412321516F",2,6
"1399","DT","Dwarf Lemur","Quetzal","65164345612F",2,7
"1400","DT","Dwarf Lemur","Quetzal","21454514216123F",2,8
"1401","DT","Dwarf Lemur","Quetzal","43216165F",2,9
"1402","DT","Dwarf Lemur","Quetzal","235143216F",2,10
"1403","DT","Dwarf Lemur","Quetzal","612345F",2,11
"1404","DT","Dwarf Lemur","Quetzal","612145416165643F",2,12
"1405","DT","Dwarf Lemur","Quetzal","612354F",2,13
"1406","DT","Dwarf Lemur","Quetzal","61234345F",2,14
"1407","DT","Dwarf Lemur","Quetzal","612321435F",2,15
"1408","DT","Dwarf Lemur","Quetzal","61232154F",3,16
"1409","DT","Dwarf Lemur","Quetzal","6123415F",3,17
"1410","DT","Dwarf Lemur","Quetzal","612345F",3,18
"1411","DT","Dwarf Lemur","Quetzal","6123214345F",3,19
"1412","DT","Dwarf Lemur","Quetzal","21243456F",3,20
"1413","DT","Dwarf Lemur","Quetzal","612143215F",3,21
"1414","DT","Dwarf Lemur","Quetzal","6123212132612345F",3,22
"1415","DT","Dwarf Lemur","Quetzal","6121612345F",3,23
"1416","DT","Dwarf Lemur","Quetzal","612143215F",3,24
"1417","DT","Dwarf Lemur","Quetzal","612345F",3,25
"1418","DT","Dwarf Lemur","Tanager","6126345F",1,1
"1419","DT","Dwarf Lemur","Tanager","65412543F",1,2
"1420","DT","Dwarf Lemur","Tanager","123456F",1,3
"1421","DT","Dwarf Lemur","Tanager","612354F",1,4
"1422","DT","Dwarf Lemur","Tanager","6124345F",1,5
"1423","DT","Dwarf Lemur","Tanager","6121654165416123F",2,6
"1424","DT","Dwarf Lemur","Tanager","6124342165F",2,7
"1425","DT","Dwarf Lemur","Tanager","4216424561243F",2,8
"1426","DT","Dwarf Lemur","Tanager","61342165F",2,9
"1427","DT","Dwarf Lemur","Tanager","12165416143F",2,10
"1428","DT","Dwarf Lemur","Tanager","612454216543F",2,11
"1429","DT","Dwarf Lemur","Tanager","612456123F",2,12
"1430","DT","Dwarf Lemur","Tanager","612451243F",2,13
"1431","DT","Dwarf Lemur","Tanager","6124542161243F",2,14
"1432","DT","Dwarf Lemur","Tanager","6124165421653F",2,15
"1433","DT","Dwarf Lemur","Tanager","612456543F",3,16
"1434","DT","Dwarf Lemur","Tanager","6124345F",3,17
"1435","DT","Dwarf Lemur","Tanager","6124345F",3,18
"1436","DT","Dwarf Lemur","Tanager","12423412161245F",3,19
"1437","DT","Dwarf Lemur","Tanager","61216514563F",3,20
"1438","DT","Dwarf Lemur","Tanager","1245141653F",3,21
"1439","DT","Dwarf Lemur","Tanager","612451612453F",3,22
"1440","DT","Dwarf Lemur","Tanager","6124345F",3,23
"1441","DT","Dwarf Lemur","Tanager","6124561243F",3,24
"1442","DT","Dwarf Lemur","Tanager","612453F",3,25
"1443","DT","Dwarf Lemur","Tottenham","34123265F",1,1
"1444","DT","Dwarf Lemur","Tottenham","21612456242454543F",1,2
"1445","DT","Dwarf Lemur","Tottenham","1435124535123216F",1,3
"1446","DT","Dwarf Lemur","Tottenham","256253561231624F",1,4
"1447","DT","Dwarf Lemur","Tottenham","12656143F",2,5
"1448","DT","Dwarf Lemur","Tottenham","1214512462456163F",2,6
"1449","DT","Dwarf Lemur","Tottenham","12412456123F",2,7
"1450","DT","Dwarf Lemur","Tottenham","353453216F",2,8
"1451","DT","Dwarf Lemur","Tottenham","521612463F",2,9
"1452","DT","Dwarf Lemur","Tottenham","62434216232162465F",3,10
"1453","DT","Dwarf Lemur","Tottenham","623561235613614F",3,11
"1454","DT","Dwarf Lemur","Tottenham","6123435F",3,12
"1455","DT","Dwarf Lemur","Tottenham","61431562F",3,13
"1456","DT","Dwarf Lemur","Tottenham","64561245623F",3,14
"1457","DT","Dwarf Lemur","Tottenham","12342456F",3,15
"1458","DT","Dwarf Lemur","Tottenham","61245612161216561245123F",3,16
"1459","DT","Dwarf Lemur","Tottenham","6124612345F",3,17
"1460","DT","Dwarf Lemur","Tottenham","61235612164F",3,18
"1461","DT","Dwarf Lemur","Tottenham","612432165F",3,19
"1462","DT","Dwarf Lemur","Tottenham","6124543F",4,20
"1463","DT","Dwarf Lemur","Tottenham","612354F",4,21
"1464","DT","Dwarf Lemur","Tottenham","216543F",4,22
"1465","DT","Dwarf Lemur","Tottenham","6124232562362654F",4,23
"1466","DT","Dwarf Lemur","Tottenham","21216546121624123F",4,24
"1467","DT","Dwarf Lemur","Tottenham","21621342165F",4,25
"1468","DT","Dwarf Lemur","Tottenham","23561234216235124F",4,26
"1469","DT","Dwarf Lemur","Tottenham","612321654F",4,27
"1470","DT","Dwarf Lemur","Tottenham","26321654F",4,28
"1471","DT","Dwarf Lemur","Tottenham","612356124F",4,29
"1472","DT","Dwarf Lemur","Towhee","35441612143126164165F",1,1
"1473","DT","Dwarf Lemur","Towhee","1234165F",1,2
"1474","DT","Dwarf Lemur","Towhee","612456126543F",1,3
"1475","DT","Dwarf Lemur","Towhee","612453F",1,4
"1476","DT","Dwarf Lemur","Towhee","612124541656153F",1,5
"1477","DT","Dwarf Lemur","Towhee","612453F",1,6
"1478","DT","Dwarf Lemur","Towhee","613451612F",1,7
"1479","DT","Dwarf Lemur","Towhee","612434165F",1,8
"1480","DT","Dwarf Lemur","Towhee","6124516123F",1,9
"1481","DT","Dwarf Lemur","Towhee","121612453F",1,10
"1482","DT","Dwarf Lemur","Towhee","612451653F",2,11
"1483","DT","Dwarf Lemur","Towhee","6121543F",2,12
"1484","DT","Dwarf Lemur","Towhee","61216543F",2,13
"1485","DT","Dwarf Lemur","Towhee","6121543F",2,14
"1486","DT","Dwarf Lemur","Towhee","1234545426F",2,15
"1487","DT","Dwarf Lemur","Towhee","6121453F",2,16
"1488","DT","Dwarf Lemur","Towhee","612453F",2,17
"1489","DT","Dwarf Lemur","Towhee","612453F",2,18
"1490","DT","Dwarf Lemur","Towhee","612345F",2,19
"1491","DT","Dwarf Lemur","Towhee","612453F",2,20
"1492","DT","Dwarf Lemur","Towhee","65412653F",3,21
"1493","DT","Dwarf Lemur","Towhee","612453F",3,22
"1494","DT","Dwarf Lemur","Towhee","612434165F",3,23
"1495","DT","Dwarf Lemur","Towhee","612456123F",3,24
"1496","DT","Dwarf Lemur","Towhee","612453F",3,25
"1497","DT","Dwarf Lemur","Towhee","612453F",3,26
"1498","DT","Dwarf Lemur","Towhee","612345F",3,27
"1499","DT","Dwarf Lemur","Towhee","612354F",3,28
"1500","DT","Dwarf Lemur","Towhee","612453F",3,29
"1501","DT","Dwarf Lemur","Towhee","612453F",3,30
"1502","DT","Mouse Lemur","BB","212143265F",1,1
"1503","DT","Mouse Lemur","BB","356145154512F",1,2
"1504","DT","Mouse Lemur","BB","216534F",1,3
"1505","DT","Mouse Lemur","BB","6234561232654265F",1,4
"1506","DT","Mouse Lemur","BB","2621542623F",1,5
"1507","DT","Mouse Lemur","BB","354216F",1,6
"1508","DT","Mouse Lemur","BB","1241614543F",1,7
"1509","DT","Mouse Lemur","BB","21654265123F",1,8
"1510","DT","Mouse Lemur","BB","61265423262621654F",1,9
"1511","DT","Mouse Lemur","BB","24161432165F",2,10
"1512","DT","Mouse Lemur","BB","42651253456F",2,11
"1513","DT","Mouse Lemur","BB","356245654321F",2,12
"1514","DT","Mouse Lemur","BB","523515412426F",2,13
"1515","DT","Mouse Lemur","BB","23161243245F",2,14
"1516","DT","Mouse Lemur","BB","345612F",2,15
"1517","DT","Mouse Lemur","BB","21543416F",2,16
"1518","DT","Mouse Lemur","BB","61235612654F",2,17
"1519","DT","Mouse Lemur","BB","62456156526143F",2,18
"1520","DT","Mouse Lemur","BB","654316545612F",2,19
"1521","DT","Mouse Lemur","OL","12623535653453265324F",1,1
"1522","DT","Mouse Lemur","OL","56235621356235356235654216532465321F",1,2
"1523","DT","Mouse Lemur","OL","421434526235F",1,3
"1524","DT","Mouse Lemur","OL","5624532653264321F",1,4
"1525","DT","Mouse Lemur","OL","53261235624F",1,5
"1526","DT","Mouse Lemur","OL","54321215346F",1,6
"1527","DT","Mouse Lemur","OL","5612456265621434F",1,7
"1528","DT","Mouse Lemur","OL","65435612F",1,8
"1529","DT","Mouse Lemur","OL","3261254F",2,9
"1530","DT","Mouse Lemur","OL","32142165F",2,10
"1531","DT","Mouse Lemur","OL","54546253214356F",2,11
"1532","DT","Mouse Lemur","OL","61456123F",2,12
"1533","DT","Mouse Lemur","OL","512361435612F",2,13
"1534","DT","Mouse Lemur","OL","3416265F",2,14
"1535","DT","Mouse Lemur","OL","456246235462656235624561F",2,15
"1536","DT","Mouse Lemur","CJ","35653562135356564F",1,1
"1537","DT","Mouse Lemur","CJ","123265453261546F",1,2
"1538","DT","Mouse Lemur","CJ","61326234562F",1,3
"1539","DT","Mouse Lemur","CJ","26124651434643421615F",2,4
"1540","DT","Mouse Lemur","CJ","3451612F",2,5
"1541","DT","Mouse Lemur","CJ","2653561232165614F",2,6
"1542","DT","Mouse Lemur","CJ","235435651F",3,7
"1543","DT","Mouse Lemur","CJ","35654341653452F",3,8
"1544","DT","Mouse Lemur","CJ","53216564F",3,9
"1545","DT","Mouse Lemur","CJ","321654F",3,10
"1546","DT","Mouse Lemur","SS","34612356265323245612F",1,1
"1547","DT","Mouse Lemur","SS","4321265F",1,2
"1548","DT","Mouse Lemur","SS","4543216F",1,3
"1549","DT","Mouse Lemur","SS","1612453F",1,4
"1550","DT","Mouse Lemur","SS","351216534F",1,5
"1551","DT","Mouse Lemur","SS","5412656123F",1,6
"1552","DT","Mouse Lemur","SS","14612456124562123F",1,7
"1553","DT","Mouse Lemur","SS","321212354323453216F",1,8
"1554","DT","Mouse Lemur","SS","54345126F",1,9
"1555","DT","Mouse Lemur","SS","216534F",1,10
"1556","DT","Mouse Lemur","SS","121621234125F",1,11
"1557","DT","Mouse Lemur","SS","34541216F",2,12
"1558","DT","Mouse Lemur","SS","3512121614F",2,13
"1559","DT","Mouse Lemur","SS","3541216F",2,14
"1560","DT","Mouse Lemur","SS","216124345F",2,15
"1561","DT","Mouse Lemur","SS","216124512653F",2,16
"1562","DT","Mouse Lemur","SS","1216216543F",2,17
"1563","DT","Mouse Lemur","SS","534216F",2,18
"1564","DT","Mouse Lemur","DK","345612F",1,1
"1565","DT","Mouse Lemur","DK","216513F",1,2
"1566","DT","Mouse Lemur","DK","4561243F",1,3
"1567","DT","Mouse Lemur","DK","1216543F",1,4
"1568","DT","Mouse Lemur","DK","214345124534126F",1,5
"1569","DT","Mouse Lemur","DK","342165F",1,6
"1570","DT","Mouse Lemur","DK","3541216F",2,7
"1571","DT","Mouse Lemur","DK","1214356F",2,8
"1572","DT","Mouse Lemur","DK","2165321654F",2,9
"1573","DT","Mouse Lemur","DK","451263F",2,10
"1574","DT","Mouse Lemur","DK","216543F",3,11
"1575","DT","Mouse Lemur","DK","4563212F",3,12
"1576","DT","Mouse Lemur","DK","2165421653F",3,13
"1577","DT","Mouse Lemur","DK","2162354F",3,14
"1578","DT","Mouse Lemur","DK","412656123F",3,15
"1579","DT","Mouse Lemur","DK","21454263F",3,16
"1580","DT","Mouse Lemur","LB","354535361612F",1,1
"1581","DT","Mouse Lemur","LB","61212121216541216543F",1,2
"1582","DT","Mouse Lemur","LB","45412161243F",1,3
"1583","DT","Mouse Lemur","LB","345121453456F",1,4
"1584","DT","Mouse Lemur","LB","545612165412161241216543F",1,5
"1585","DT","Mouse Lemur","LB","21612345F",2,6
"1586","DT","Mouse Lemur","LB","12161245456214123F",2,7
"1587","DT","Mouse Lemur","LB","6121565412165654164656416543F",2,8
"1588","DT","Mouse Lemur","LB","61245612165412612426546512154653F",2,9
"1589","DT","Mouse Lemur","LB","6124561243F",2,10
"1590","DT","Mouse Lemur","LB","123216232154F",2,11
"1591","DT","Mouse Lemur","LB","561215456124512156561453F",2,12
"1592","DT","Mouse Lemur","LB","354165612F",2,13
"1593","DT","Mouse Lemur","LB","126121456123F",2,14
