Array,Species,ID,Trial,Session,Dist (m),**Sessions cut off at <2 hours between successive trials.,,,
Pentagon,Vervet,PT,54321,4,,,,,
Pentagon,Vervet,PT,34512,5,,,,,
Pentagon,Vervet,PT,45123,6,,,,,
Pentagon,Vervet,PT,43215,6,,,,,
Pentagon,Vervet,PT,45123,6,,,,,
Pentagon,Vervet,PT,43215,6,,,,,
Pentagon,Vervet,PT,45123,6,,,,,
Pentagon,Vervet,PT,45123,6,,,,,
Pentagon,Vervet,PT,43215,6,,,,,
Pentagon,Vervet,SY,51234,1,,,,,
Pentagon,Vervet,SY,43215,1,,,,,
Pentagon,Vervet,SY,32154,2,,,,,
Pentagon,Vervet,SY,51234,2,,,,,
Pentagon,Vervet,SY,23451,2,,,,,
Pentagon,Vervet,SY,15432,2,,,,,
Pentagon,Vervet,SY,21543,2,,,,,
Pentagon,Vervet,SY,34512,2,,,,,
Pentagon,Vervet,SY,34512,2,,,,,
Pentagon,Vervet,SY,34512,2,,,,,
Pentagon,Vervet,SY,45123,2,,,,,
Pentagon,Vervet,SY,32154,3,,,,,
Pentagon,Vervet,SY,45123,4,,,,,
Pentagon,Vervet,SY,45123,5,,,,,
Pentagon,Vervet,SY,45123,5,,,,,
Pentagon,Vervet,SY,34512,6,,,,,
Pentagon,Vervet,SY,34512,6,,,,,
Pentagon,Vervet,SY,54321,6,,,,,
Pentagon,Vervet,SY,15432,6,,,,,
Pentagon,Vervet,SY,15432,6,,,,,
Pentagon,Vervet,SY,43215,6,,,,,
Pentagon,Vervet,SY,54321,6,,,,,
Pentagon,Vervet,SY,51234,7,,,,,
Pentagon,Vervet,SY,34512,7,,,,,
Pentagon,Vervet,SY,34512,7,,,,,
Pentagon,Vervet,TM,12345,1,,,,,
Pentagon,Vervet,VN,45123,1,,,,,
Pentagon,Vervet,VN,32154,1,,,,,
Pentagon,Vervet,VN,2154,2,,,,,
Pentagon,Vervet,VN,21543,2,,,,,
Pentagon,Vervet,VN,32154,3,,,,,
Pentagon,Vervet,VN,34512,4,,,,,
Pentagon,Vervet,VN,32154,5,,,,,
Pentagon,Vervet,VN,23451,5,,,,,
Pentagon,Vervet,VP,32154,1,,,,,
Pentagon,Vervet,VP,12345,1,,,,,
Pentagon,Vervet,VP,32154,1,,,,,
Zarray,Vervet,DG,256431,1,,,,,
Zarray,Vervet,DG,543216,2,,,,,
Zarray,Vervet,DG,5432156,2,,,,,
Zarray,Vervet,DG,123456,2,,,,,
Zarray,Vervet,DG,543216,2,,,,,
Zarray,Vervet,DG,543216,2,,,,,
Zarray,Vervet,DG,564321,2,,,,,
Zarray,Vervet,DG,654321,3,,,,,
Zarray,Vervet,DG,654321,3,,,,,
Zarray,Vervet,DG,234651,3,,,,,
Zarray,Vervet,DG,345621,4,,,,,
Zarray,Vervet,DG,543216,4,,,,,
Zarray,Vervet,DG,543216,4,,,,,
Zarray,Vervet,DG,543216,4,,,,,
Zarray,Vervet,DG,543621,4,,,,,
Zarray,Vervet,DG,134562,5,,,,,
Zarray,Vervet,DG,435621,5,,,,,
Zarray,Vervet,DG,123456,5,,,,,
Zarray,Vervet,DG,643215,6,,,,,
Zarray,Vervet,DG,543216,6,,,,,
Zarray,Vervet,DG,432156,7,,,,,
Zarray,Vervet,DG,432156,8,,,,,
Zarray,Vervet,DG,654321,8,,,,,
Zarray,Vervet,DG,234561,8,,,,,
Zarray,Vervet,DG,123456,9,,,,,
Zarray,Vervet,DG,134652,10,,,,,
Zarray,Vervet,DG,234561,10,,,,,
Zarray,Vervet,DG,345621,11,,,,,
Zarray,Vervet,DG,134561,12,,,,,
Zarray,Vervet,DG,123465,12,,,,,
Zarray,Vervet,DG,234561,12,,,,,
Zarray,Vervet,DG,234651,12,,,,,
Zarray,Vervet,DG,213456,13,,,,,
Zarray,Vervet,DG,213456,13,,,,,
Zarray,Vervet,DG,234561,13,,,,,
Zarray,Vervet,DG,564321,14,,,,,
Zarray,Vervet,GA,345621,1,,,,,
Zarray,Vervet,GA,123456,1,,,,,
Zarray,Vervet,GA,234561,2,,,,,
Zarray,Vervet,GA,234561,2,,,,,
Zarray,Vervet,GA,213456,2,,,,,
Zarray,Vervet,GA,234651,3,,,,,
Zarray,Vervet,GA,346521,3,,,,,
Zarray,Vervet,GR,123456,1,,,,,
Zarray,Vervet,GR,123456,2,,,,,
Zarray,Vervet,GR,134562,2,,,,,
Zarray,Vervet,GR,456321,3,,,,,
Zarray,Vervet,GR,132456,4,,,,,
Zarray,Vervet,GR,123456,4,,,,,
Zarray,Vervet,GR,134562,4,,,,,
Zarray,Vervet,GR,134562,5,,,,,
Zarray,Vervet,GR,123456,6,,,,,
Zarray,Vervet,GR,432651,6,,,,,
Zarray,Vervet,GR,543216,6,,,,,
Zarray,Vervet,GR,564321,6,,,,,
Zarray,Vervet,GR,123456,7,,,,,
Zarray,Vervet,GR,432165,8,,,,,
Zarray,Vervet,GR,123465,8,,,,,
Zarray,Vervet,GR,1323456,9,,,,,
Zarray,Vervet,GR,346512,9,,,,,
Zarray,Vervet,GR,123456,9,,,,,
Zarray,Vervet,GR,123456,9,,,,,
Zarray,Vervet,GR,234156,9,,,,,
Zarray,Vervet,GR,432165,10,,,,,
Zarray,Vervet,GR,123456,10,,,,,
Zarray,Vervet,GR,132456,10,,,,,
Zarray,Vervet,GR,123465,10,,,,,
Zarray,Vervet,GR,564321,10,,,,,
Zarray,Vervet,GR,456321,10,,,,,
Zarray,Vervet,GR,132456,11,,,,,
Zarray,Vervet,GR,564321,12,,,,,
Zarray,Vervet,GR,564321,13,,,,,
Zarray,Vervet,GR,543216,13,,,,,
Zarray,Vervet,GR,234651,14,,,,,
Zarray,Vervet,GR,543126,14,,,,,
Zarray,Vervet,JK,123465,1,,,,,
Zarray,Vervet,JK,543216,1,,,,,
Zarray,Vervet,JK,465123,1,,,,,
Zarray,Vervet,JK,432156,1,,,,,
Zarray,Vervet,JK,234651,2,,,,,
Zarray,Vervet,JK,564321,3,,,,,
Zarray,Vervet,JK,564321,3,,,,,
Zarray,Vervet,JK,543216,3,,,,,
Zarray,Vervet,JK,543216,3,,,,,
Zarray,Vervet,JK,543216,3,,,,,
Zarray,Vervet,JK,543216,3,,,,,
Zarray,Vervet,JK,564321,3,,,,,
Zarray,Vervet,JK,564321,3,,,,,
Zarray,Vervet,JK,564321,3,,,,,
Zarray,Vervet,JK,543216,3,,,,,
Zarray,Vervet,JK,543126,3,,,,,
Zarray,Vervet,JK,543216,4,,,,,
Zarray,Vervet,JK,543216,4,,,,,
Zarray,Vervet,JK,564321,4,,,,,
Zarray,Vervet,JK,564321,4,,,,,
Zarray,Vervet,JK,564321,4,,,,,
Zarray,Vervet,JK,543216,4,,,,,
Zarray,Vervet,JK,123456,5,,,,,
Zarray,Vervet,JK,643215,6,,,,,
Zarray,Vervet,JK,456231,7,,,,,
Zarray,Vervet,JK,564321,8,,,,,
Zarray,Vervet,JK,643215,8,,,,,
Zarray,Vervet,JK,213456,9,,,,,
Zarray,Vervet,JK,564321,9,,,,,
Zarray,Vervet,JK,654321,10,,,,,
Zarray,Vervet,JK,345621,10,,,,,
Zarray,Vervet,JK,345621,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,213456,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,JK,234561,10,,,,,
Zarray,Vervet,LM,134562,1,,,,,
Zarray,Vervet,LM,345621,2,,,,,
Zarray,Vervet,LM,543126,3,,,,,
Zarray,Vervet,LM,134562,4,,,,,
Zarray,Vervet,LM,543126,4,,,,,
Zarray,Vervet,LM,123456,4,,,,,
Zarray,Vervet,LP,134256,1,24.67,,,,
Zarray,Vervet,LP,134562,2,21.49,,,,
Zarray,Vervet,LP,134562,3,21.49,,,,
Zarray,Vervet,LP,234561,4,21.88,,,,
Zarray,Vervet,LP,543216,5,21.88,,,,
Zarray,Vervet,LP,654321,5,16.94,,,,
Zarray,Vervet,LP,543261,5,25.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234561,6,21.88,,,,
Zarray,Vervet,LP,234651,6,21.49,,,,
Zarray,Vervet,LP,123456,6,16.94,,,,
Zarray,Vervet,LP,134562,6,21.49,,,,
Zarray,Vervet,LP,134562,6,21.49,,,,
Zarray,Vervet,LP,643412,7,17.6,,,,
Zarray,Vervet,LP,643215,7,21.49,,,,
Zarray,Vervet,LP,654321,7,16.94,,,,
Zarray,Vervet,LP,654321,7,16.94,,,,
Zarray,Vervet,LP,435612,8,24.77,,,,
Zarray,Vervet,LP,432165,8,22.53,,,,
Zarray,Vervet,LP,634512,9,22.81,,,,
Zarray,Vervet,LP,134562,10,21.49,,,,
Zarray,Vervet,LP,134562,10,21.49,,,,
Zarray,Vervet,LP,234561,11,21.88,,,,
Zarray,Vervet,LP,643215,11,21.49,,,,
Zarray,Vervet,LP,234561,11,21.88,,,,
Zarray,Vervet,LP,234561,11,21.88,,,,
Zarray,Vervet,LP,234561,11,21.88,,,,
Zarray,Vervet,LP,234651,11,21.49,,,,
Zarray,Vervet,LP,643125,12,22.98,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,345621,12,21.59,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134652,12,22.98,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,134562,12,21.49,,,,
Zarray,Vervet,LP,543126,13,21.49,,,,
Zarray,Vervet,LP,564321,14,17.49,,,,
Zarray,Vervet,LP,134562,14,21.49,,,,
Zarray,Vervet,LP,134562,14,21.49,,,,
Zarray,Vervet,LP,1345632,14,22.06,,,,
Zarray,Vervet,LP,134562,14,21.49,,,,
Zarray,Vervet,LP,134562,14,21.49,,,,
Zarray,Vervet,LP,543126,14,21.49,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,134562,15,21.49,,,,
Zarray,Vervet,LP,134562,15,21.49,,,,
Zarray,Vervet,LP,134562,15,21.49,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,234561,15,21.88,,,,
Zarray,Vervet,LP,432165,16,22.53,,,,
Zarray,Vervet,LP,134562,16,21.49,,,,
Zarray,Vervet,LP,543216,17,21.88,,,,
Zarray,Vervet,LP,543216,17,21.88,,,,
Zarray,Vervet,LP,5432146,17,22.06,,,,
Zarray,Vervet,LP,543216,17,21.88,,,,
Zarray,Vervet,LP,543216,17,21.88,,,,
Zarray,Vervet,LP,321456,18,19.92,,,,
Zarray,Vervet,LP,643215,18,21.49,,,,
Zarray,Vervet,LP,431265,18,22.14,,,,
Zarray,Vervet,LP,213456,18,17.49,,,,
Zarray,Vervet,LP,341265,18,23.46,,,,
Zarray,Vervet,LP,431256,19,23.08,,,,
Zarray,Vervet,LT,654321,1,16.94,,,,
Zarray,Vervet,LT,543216,2,21.88,,,,
Zarray,Vervet,LT,134562,3,21.49,,,,
Zarray,Vervet,MA,234561,1,21.88,,,,
Zarray,Vervet,MA,543216,2,21.88,,,,
Zarray,Vervet,MA,435612,3,24.77,,,,
Zarray,Vervet,MA,456321,3,19.92,,,,
Zarray,Vervet,MA,134562,3,21.49,,,,
Zarray,Vervet,MA,134562,3,21.49,,,,
Zarray,Vervet,MA,134562,4,21.49,,,,
Zarray,Vervet,MA,134562,5,21.49,,,,
Zarray,Vervet,MA,134562,6,21.49,,,,
Zarray,Vervet,MA,432156,6,21.59,,,,
Zarray,Vervet,MA,134562,7,21.49,,,,
Zarray,Vervet,MA,432156,8,21.59,,,,
Zarray,Vervet,MA,234561,8,21.88,,,,
Zarray,Vervet,MA,234561,8,21.88,,,,
Zarray,Vervet,MA,134562,8,21.49,,,,
Zarray,Vervet,MA,234561,8,21.88,,,,
Zarray,Vervet,MA,346521,8,23.08,,,,
Zarray,Vervet,MA,134652,8,22.98,,,,
Zarray,Vervet,MA,145632,9,21.14,,,,
Zarray,Vervet,MA,543216,9,21.88,,,,
Zarray,Vervet,MA,234561,10,21.88,,,,
Zarray,Vervet,MA,134562,10,21.49,,,,
Zarray,Vervet,MA,234561,10,21.88,,,,
Zarray,Vervet,MA,432156,10,21.59,,,,
Zarray,Vervet,MA,134562,10,21.49,,,,
Zarray,Vervet,MA,134562,10,21.49,,,,
Zarray,Vervet,MA,134562,10,21.49,,,,
Zarray,Vervet,MA,134562,11,21.49,,,,
Zarray,Vervet,MA,345621,12,21.59,,,,
Zarray,Vervet,MA,435621,12,23.83,,,,
Zarray,Vervet,MA,432156,13,21.59,,,,
Zarray,Vervet,MA,143265,13,22.81,,,,
Zarray,Vervet,MA,234561,14,21.88,,,,
Zarray,Vervet,MA,345621,14,21.59,,,,
Zarray,Vervet,MA,432156,14,21.59,,,,
Zarray,Vervet,MA,643215,15,21.49,,,,
Zarray,Vervet,MA,234561,15,21.88,,,,
Zarray,Vervet,MA,234561,15,21.88,,,,
Zarray,Vervet,MA,234561,15,21.88,,,,
Zarray,Vervet,MA,134562,15,21.49,,,,
Zarray,Vervet,MA,134562,15,21.49,,,,
Zarray,Vervet,MA,134562,15,21.49,,,,
Zarray,Vervet,MA,234561,16,21.88,,,,
Zarray,Vervet,MA,134562,16,21.49,,,,
Zarray,Vervet,PF,643215,1,21.49,,,,
Zarray,Vervet,PG,234561,1,21.88,,,,
Zarray,Vervet,PG,213456,1,17.49,,,,
Zarray,Vervet,PG,234651,1,21.49,,,,
Zarray,Vervet,PG,234651,1,21.49,,,,
Zarray,Vervet,PG,456321,2,19.92,,,,
Zarray,Vervet,PG,543216,2,21.88,,,,
Zarray,Vervet,PG,564321,3,17.49,,,,
Zarray,Vervet,PG,134652,3,22.98,,,,
Zarray,Vervet,PG,234561,4,21.88,,,,
Zarray,Vervet,PT,543216,1,21.88,,,,
Zarray,Vervet,PT,543126,1,21.49,,,,
Zarray,Vervet,PT,134562,2,21.49,,,,
Zarray,Vervet,PT,234561,2,21.88,,,,
Zarray,Vervet,PT,213456,2,17.49,,,,
Zarray,Vervet,PT,123456,2,16.94,,,,
Zarray,Vervet,PT,234561,3,21.88,,,,
Zarray,Vervet,PT,543126,3,21.49,,,,
Zarray,Vervet,PT,134562,4,21.49,,,,
Zarray,Vervet,PT,234651,5,21.49,,,,
Zarray,Vervet,PT,543216,5,21.88,,,,
Zarray,Vervet,PT,234561,6,21.88,,,,
Zarray,Vervet,PY,134562,1,21.49,,,,
Zarray,Vervet,PY,564321,1,17.49,,,,
Zarray,Vervet,PY,543216,1,21.88,,,,
Zarray,Vervet,PY,543216,1,21.88,,,,
Zarray,Vervet,PY,234561,1,21.88,,,,
Zarray,Vervet,PY,543126,1,21.49,,,,
Zarray,Vervet,PY,432156,2,21.59,,,,
Zarray,Vervet,PY,123456,2,16.94,,,,
Zarray,Vervet,PY,543216,2,21.88,,,,
Zarray,Vervet,PY,234561,3,21.88,,,,
Zarray,Vervet,PY,543216,3,21.88,,,,
Zarray,Vervet,PY,654321,4,16.94,,,,
Zarray,Vervet,PY,543216,4,21.88,,,,
Zarray,Vervet,PY,234561,4,21.88,,,,
Zarray,Vervet,PY,645215,4,28.19,,,,
Zarray,Vervet,PY,654321,5,16.94,,,,
Zarray,Vervet,PY,432156,5,21.59,,,,
Zarray,Vervet,PY,543216,5,21.88,,,,
Zarray,Vervet,PY,543216,5,21.88,,,,
Zarray,Vervet,PY,543216,5,21.88,,,,
Zarray,Vervet,PY,134562,5,21.49,,,,
Zarray,Vervet,PY,543216,5,21.88,,,,
Zarray,Vervet,PY,543216,6,21.88,,,,
Zarray,Vervet,PY,543216,6,21.88,,,,
Zarray,Vervet,PY,543216,6,21.88,,,,
Zarray,Vervet,PY,134562,6,21.49,,,,
Zarray,Vervet,PY,432561,6,27.47,,,,
Zarray,Vervet,PY,543216,6,21.88,,,,
Zarray,Vervet,PY,543216,6,21.88,,,,
Zarray,Vervet,PY,123456,7,16.94,,,,
Zarray,Vervet,PY,134562,7,21.49,,,,
Zarray,Vervet,PY,134562,7,21.49,,,,
Zarray,Vervet,PY,134562,7,21.49,,,,
Zarray,Vervet,PY,345621,7,21.59,,,,
Zarray,Vervet,PY,543612,7,23.75,,,,
Zarray,Vervet,PY,123456,8,16.94,,,,
Zarray,Vervet,PY,234561,8,21.88,,,,
Zarray,Vervet,PY,123456,8,16.94,,,,
Zarray,Vervet,PY,123456,9,16.94,,,,
Zarray,Vervet,PY,543216,9,21.88,,,,
Zarray,Vervet,PY,234561,9,21.88,,,,
Zarray,Vervet,PY,4654321,9,20.84,,,,
Zarray,Vervet,PY,234561,9,21.88,,,,
Zarray,Vervet,PY,543216,10,21.88,,,,
Zarray,Vervet,PY,543216,10,21.88,,,,
Zarray,Vervet,PY,543216,10,21.88,,,,
Zarray,Vervet,PY,543216,10,21.88,,,,
Zarray,Vervet,PY,654321,10,16.94,,,,
Zarray,Vervet,PY,654321,10,16.94,,,,
Zarray,Vervet,PY,643215,10,21.49,,,,
Zarray,Vervet,PY,654321,11,16.94,,,,
Zarray,Vervet,PY,123456,11,16.94,,,,
Zarray,Vervet,PY,134562,11,21.49,,,,
Zarray,Vervet,PY,234561,11,21.88,,,,
Zarray,Vervet,PY,123456,11,16.94,,,,
Zarray,Vervet,PY,643215,11,21.49,,,,
Zarray,Vervet,PY,543216,12,21.88,,,,
Zarray,Vervet,PY,543216,12,21.88,,,,
Zarray,Vervet,PY,543216,12,21.88,,,,
Zarray,Vervet,PY,134562,12,21.49,,,,
Zarray,Vervet,PY,543216,12,21.88,,,,
Zarray,Vervet,PY,432156,13,21.59,,,,
Zarray,Vervet,PY,234561,13,21.88,,,,
Zarray,Vervet,PY,234561,13,21.88,,,,
Zarray,Vervet,PY,123456,13,16.94,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,543216,14,21.88,,,,
Zarray,Vervet,PY,654321,14,16.94,,,,
Zarray,Vervet,PY,134562,15,21.49,,,,
Zarray,Vervet,PY,134562,15,21.49,,,,
Zarray,Vervet,PY,543216,16,21.88,,,,
Zarray,Vervet,PY,213456,16,17.49,,,,
Zarray,Vervet,PY,432165,16,22.53,,,,
Zarray,Vervet,PY,123456,16,16.94,,,,
Zarray,Vervet,PY,543216,17,21.88,,,,
Zarray,Vervet,PY,543216,17,21.88,,,,
Zarray,Vervet,PY,4345621,18,23.83,,,,
Zarray,Vervet,PY,654321,19,16.94,,,,
Zarray,Vervet,PY,543216,19,21.88,,,,
Zarray,Vervet,PY,543216,19,21.88,,,,
Zarray,Vervet,PY,564321,19,17.49,,,,
Zarray,Vervet,PY,564321,19,17.49,,,,
Zarray,Vervet,PY,234561,19,21.88,,,,
Zarray,Vervet,PY,123456,19,16.94,,,,
Zarray,Vervet,PY,123465,20,17.49,,,,
Zarray,Vervet,PY,123456,20,16.94,,,,
Zarray,Vervet,PY,123456,20,16.94,,,,
Zarray,Vervet,PY,123456,20,16.94,,,,
Zarray,Vervet,PY,432156,20,21.59,,,,
Zarray,Vervet,PY,342156,21,23.83,,,,
Zarray,Vervet,PY,564321,22,17.49,,,,
Zarray,Vervet,PY,654312,23,17.49,,,,
Zarray,Vervet,PY,543216,23,21.88,,,,
Zarray,Vervet,PY,543216,23,21.88,,,,
Zarray,Vervet,PY,234561,23,21.88,,,,
Zarray,Vervet,PY,654321,23,16.94,,,,
Zarray,Vervet,PY,654321,23,16.94,,,,
Zarray,Vervet,PY,543216,24,21.88,,,,
Zarray,Vervet,PY,4321456,24,22.16,,,,
Zarray,Vervet,PY,432156,24,21.59,,,,
Zarray,Vervet,PY,432156,24,21.59,,,,
Zarray,Vervet,PY,543216,25,21.88,,,,
Zarray,Vervet,PY,543126,25,21.49,,,,
Zarray,Vervet,PY,543216,25,21.88,,,,
Zarray,Vervet,PY,234561,26,21.88,,,,
Zarray,Vervet,PY,432165,26,22.53,,,,
Zarray,Vervet,PY,123456,27,16.94,,,,
Zarray,Vervet,PY,134652,27,22.98,,,,
Zarray,Vervet,PY,543216,28,21.88,,,,
Zarray,Vervet,PY,654321,28,16.94,,,,
Zarray,Vervet,PY,123465,28,17.49,,,,
Zarray,Vervet,PY,543216,28,21.88,,,,
Zarray,Vervet,PY,654321,28,16.94,,,,
Zarray,Vervet,PY,134562,29,21.49,,,,
Zarray,Vervet,PY,123465,29,17.49,,,,
Zarray,Vervet,PY,432561,29,27.47,,,,
Zarray,Vervet,PY,543216,30,21.88,,,,
Zarray,Vervet,PY,234561,31,21.88,,,,
Zarray,Vervet,PY,234561,32,21.88,,,,
Zarray,Vervet,PY,543216,32,21.88,,,,
Zarray,Vervet,PY,654312,32,17.49,,,,
Zarray,Vervet,PY,543216,33,21.88,,,,
Zarray,Vervet,PY,134562,33,21.49,,,,
Zarray,Vervet,PY,432156,33,21.59,,,,
Zarray,Vervet,PY,432156,34,21.59,,,,
Zarray,Vervet,PY,543216,34,21.88,,,,
Zarray,Vervet,PY,543216,34,21.88,,,,
Zarray,Vervet,PY,543216,35,21.88,,,,
Zarray,Vervet,PY,324561,35,25.23,,,,
Zarray,Vervet,PY,234561,36,21.88,,,,
Zarray,Vervet,PY,234561,36,21.88,,,,
Zarray,Vervet,PY,543216,36,21.88,,,,
Zarray,Vervet,PY,543216,36,21.88,,,,
Zarray,Vervet,PY,234561,37,21.88,,,,
Zarray,Vervet,PY,213456,37,17.49,,,,
Zarray,Vervet,PY,234561,37,21.88,,,,
Zarray,Vervet,PY,234651,37,21.49,,,,
Zarray,Vervet,PY,234561,38,21.88,,,,
Zarray,Vervet,PY,543216,38,21.88,,,,
Zarray,Vervet,PY,543216,38,21.88,,,,
Zarray,Vervet,PY,543216,38,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,543216,39,21.88,,,,
Zarray,Vervet,PY,234561,39,21.88,,,,
Zarray,Vervet,PY,234561,39,21.88,,,,
Zarray,Vervet,PY,234561,40,21.88,,,,
Zarray,Vervet,PY,234651,40,21.49,,,,
Zarray,Vervet,PY,543216,40,21.88,,,,
Zarray,Vervet,PY,234651,40,21.49,,,,
Zarray,Vervet,PY,543216,40,21.88,,,,
Zarray,Vervet,PY,543216,40,21.88,,,,
Zarray,Vervet,PY,543216,40,21.88,,,,
Zarray,Vervet,PY,134562,41,21.49,,,,
Zarray,Vervet,PY,123456,42,16.94,,,,
Zarray,Vervet,PY,543216,42,21.88,,,,
Zarray,Vervet,PY,543216,42,21.88,,,,
Zarray,Vervet,PY,543216,42,21.88,,,,
Zarray,Vervet,PY,432156,42,21.59,,,,
Zarray,Vervet,PY,134562,42,21.49,,,,
Zarray,Vervet,PY,123456,42,16.94,,,,
Zarray,Vervet,PY,543216,42,21.88,,,,
Zarray,Vervet,PY,123456,42,16.94,,,,
Zarray,Vervet,PY,123465,43,17.49,,,,
Zarray,Vervet,PY,123456,43,16.94,,,,
Zarray,Vervet,PY,123465,43,17.49,,,,
Zarray,Vervet,RM,643215,1,21.49,,,,
Zarray,Vervet,RM,134562,1,21.49,,,,
Zarray,Vervet,RM,234561,1,21.88,,,,
Zarray,Vervet,RM,234561,1,21.88,,,,
Zarray,Vervet,TB,213456,1,17.49,,,,
Zarray,Vervet,TB,543126,1,21.49,,,,
Zarray,Vervet,TB,123456,1,16.94,,,,
Zarray,Vervet,TB,234561,1,21.88,,,,
Zarray,Vervet,TB,234561,2,21.88,,,,
Zarray,Vervet,TB,234561,3,21.88,,,,
Zarray,Vervet,TB,234561,3,21.88,,,,
Zarray,Vervet,TB,234561,3,21.88,,,,
Zarray,Vervet,TB,234561,3,21.88,,,,
Zarray,Vervet,TB,234561,3,21.88,,,,
Zarray,Vervet,TB,643215,4,21.49,,,,
Zarray,Vervet,TB,643215,4,21.49,,,,
Zarray,Vervet,TB,654321,5,16.94,,,,
Zarray,Vervet,TB,643215,6,21.49,,,,
Zarray,Vervet,TB,543216,6,21.88,,,,
Zarray,Vervet,TB,543126,6,21.49,,,,
Zarray,Vervet,TB,234561,7,21.88,,,,
Zarray,Vervet,TB,543216,7,21.88,,,,
Zarray,Vervet,TB,123456,8,16.94,,,,
Zarray,Vervet,TB,234561,8,21.88,,,,
Zarray,Vervet,TB,213456,8,17.49,,,,
Zarray,Vervet,TB,234651,8,21.49,,,,
Zarray,Vervet,TB,234561,8,21.88,,,,
Zarray,Vervet,TB,234561,9,21.88,,,,
Zarray,Vervet,TB,234561,9,21.88,,,,
Zarray,Vervet,TB,234561,9,21.88,,,,
Zarray,Vervet,TB,123465,10,17.49,,,,
Zarray,Vervet,TB,134562,11,21.49,,,,
Zarray,Vervet,TB,432156,12,21.59,,,,
Zarray,Vervet,TG,432156,1,21.59,,,,
Zarray,Vervet,TG,543216,1,21.88,,,,
Zarray,Vervet,TG,432156,1,21.59,,,,
Zarray,Vervet,TG,456321,2,19.92,,,,
Zarray,Vervet,TG,134562,2,21.49,,,,
Zarray,Vervet,TG,134562,2,21.49,,,,
Zarray,Vervet,TG,123456,2,16.94,,,,
Zarray,Vervet,TG,123456,2,16.94,,,,
Zarray,Vervet,TG,543216,3,21.88,,,,
Zarray,Vervet,TG,563421,3,21.05,,,,
Zarray,Vervet,TG,234561,4,21.88,,,,
Zarray,Vervet,TG,643215,4,21.49,,,,
Zarray,Vervet,TG,643215,4,21.49,,,,
Zarray,Vervet,TG,643215,4,21.49,,,,
Zarray,Vervet,TG,643125,5,22.98,,,,
Zarray,Vervet,TG,643125,5,22.98,,,,
Zarray,Vervet,TG,643215,5,21.49,,,,
Zarray,Vervet,TG,643215,5,21.49,,,,
Zarray,Vervet,TG,643215,5,21.49,,,,
Zarray,Vervet,TG,134652,6,22.98,,,,
Zarray,Vervet,TG,134562,6,21.49,,,,
Zarray,Vervet,TG,134562,6,21.49,,,,
Zarray,Vervet,TG,134265,6,23.73,,,,
Zarray,Vervet,TG,134562,6,21.49,,,,
Zarray,Vervet,TG,134562,6,21.49,,,,
Zarray,Vervet,TG,134562,6,21.49,,,,
Zarray,Vervet,TG,123456,7,16.94,,,,
Zarray,Vervet,TG,213456,8,17.49,,,,
Zarray,Vervet,TG,132456,9,20.19,,,,
Zarray,Vervet,TG,123456,9,16.94,,,,
Zarray,Vervet,TG,453216,9,25.23,,,,
Zarray,Vervet,TG,345621,9,21.59,,,,
Zarray,Vervet,TG,432156,9,21.59,,,,
Zarray,Vervet,TG,643215,10,21.49,,,,
Zarray,Vervet,TG,231456,10,19.82,,,,
Zarray,Vervet,TG,234561,10,21.88,,,,
