Array,Species,ID,Trial,Session,Dist (m),**Sessions cut off at <2 hours between successive trials.,,,
Zarray,Vervet,TG,345621,10,21.59,,,,
Zarray,Vervet,TG,321456,10,19.92,,,,
Zarray,Vervet,TS,165432,1,21.88,,,,
Zarray,Vervet,TS,5431456,1,22.06,,,,
Zarray,Vervet,TS,143256,2,23.75,,,,
Zarray,Vervet,TS,543216,2,21.88,,,,
Zarray,Vervet,TS,432651,2,25.59,,,,
Zarray,Vervet,TS,564321,2,17.49,,,,
Zarray,Vervet,TS,543126,2,21.49,,,,
Zarray,Vervet,TS,543216,2,21.88,,,,
Zarray,Vervet,TS,654321,3,16.94,,,,
Zarray,Vervet,TS,3245631,4,22.51,,,,
Zarray,Vervet,TS,234512,4,20.94,,,,
Zarray,Vervet,TS,654321,4,16.94,,,,
Zarray,Vervet,TS,123456,4,16.94,,,,
Zarray,Vervet,TS,234651,4,21.49,,,,
Zarray,Vervet,TS,123465,5,17.49,,,,
Zarray,Vervet,TS,3452146,5,27.65,,,,
Zarray,Vervet,TS,513426,6,27.73,,,,
Zarray,Vervet,TS,543216,7,21.88,,,,
Zarray,Vervet,TS,543216,7,21.88,,,,
Zarray,Vervet,TS,543621,8,22.81,,,,
Zarray,Vervet,TS,345612,9,22.53,,,,
Zarray,Vervet,VP,123456,1,16.94,,,,
Zarray,Vervet,VP,541326,2,23.82,,,,
Zarray,Vervet,VP,564321,2,17.49,,,,
Zarray,Vervet,VP,2345641,2,22.06,,,,
Zarray,Vervet,VP,123465,2,17.49,,,,
Zarray,Vervet,VP,123465,2,17.49,,,,
Zarray,Vervet,VP,123465,2,17.49,,,,
Zarray,Vervet,VP,143265,3,22.81,,,,
Zarray,Vervet,VP,564321,4,17.49,,,,
Zarray,Vervet,VP,546312,4,20.37,,,,
Zarray,Vervet,VP,543216,5,21.88,,,,
Zarray,Vervet,VP,564312,5,18.04,,,,
Zarray,Vervet,VP,134652,6,22.98,,,,
Zarray,Vervet,VP,236541,6,21.14,,,,
Zarray,Vervet,VP,123456,7,16.94,,,,
Zarray,Vervet,VP,123456,8,16.94,,,,
Zarray,Vervet,VP,564321,9,17.49,,,,
Zarray,Vervet,VP,213465,10,18.04,,,,
Zarray,Vervet,VP,543216,10,21.88,,,,
Zarray,Vervet,VP,543216,10,21.88,,,,
Zarray,Vervet,VP,213456,10,17.49,,,,
Zarray,Vervet,VP,213456,10,17.49,,,,
Zarray,Vervet,VP,654312,10,17.49,,,,
Zarray,Vervet,VP,654312,10,17.49,,,,
Zarray,Vervet,VP,654312,10,17.49,,,,
Zarray,Vervet,VP,654312,10,17.49,,,,
Zarray,Vervet,VP,564321,11,17.49,,,,
Zarray,Vervet,VP,564321,11,17.49,,,,
Zarray,Vervet,VP,564321,11,17.49,,,,
Zarray,Vervet,VP,123456,11,16.94,,,,
Zarray,Vervet,VP,5436312,11,23.93,,,,
Zarray,Vervet,VP,234651,11,21.49,,,,
Zarray,Vervet,VP,134562,11,21.49,,,,
Zarray,Vervet,VP,234561,12,21.88,,,,
Zarray,Vervet,VP,123456,12,16.94,,,,
Zarray,Vervet,VP,2345631,12,22.06,,,,
Zarray,Vervet,VP,654321,12,16.94,,,,
Zarray,Vervet,VP,231456,12,19.82,,,,
Zarray,Vervet,VP,564321,13,17.49,,,,
Zarray,Vervet,VP,123456,13,16.94,,,,
Zarray,Vervet,VP,234561,13,21.88,,,,
Zarray,Vervet,VP,123456,13,16.94,,,,
Zarray,Vervet,VP,234561,13,21.88,,,,
Zarray,Vervet,VP,234561,13,21.88,,,,
Zarray,Vervet,VP,234561,13,21.88,,,,
Zarray,Vervet,VP,543216,13,21.88,,,,
Zarray,Vervet,VP,543216,13,21.88,,,,
Zarray,Vervet,VP,543216,13,21.88,,,,
Zarray,Vervet,VP,543216,13,21.88,,,,
Zarray,Vervet,VP,213456,14,17.49,,,,
Zarray,Vervet,VP,123456,14,16.94,,,,
Zarray,Vervet,VP,564321,14,17.49,,,,
Zarray,Vervet,VP,123465,14,17.49,,,,
Zarray,Vervet,VP,123465,14,17.49,,,,
Zarray,Vervet,VP,564321,15,17.49,,,,
Zarray,Vervet,VP,123456,15,16.94,,,,
Zarray,Vervet,VP,234561,15,21.88,,,,
Zarray,Vervet,VP,213456,15,17.49,,,,
Zarray,Vervet,VP,234561,15,21.88,,,,
Zarray,Vervet,VP,234561,15,21.88,,,,
Zarray,Vervet,VP,564321,16,17.49,,,,
Zarray,Vervet,VP,213456,16,17.49,,,,
Zarray,Vervet,VP,213456,16,17.49,,,,
Zarray,Vervet,VP,123456,16,16.94,,,,
Zarray,Vervet,VP,123456,16,16.94,,,,
Zarray,Vervet,VP,234561,16,21.88,,,,
Zarray,Vervet,VP,213456,16,17.49,,,,
Zarray,Vervet,VP,213456,16,17.49,,,,
Zarray,Vervet,VP,234651,16,21.49,,,,
Zarray,Vervet,VP,213456,16,17.49,,,,
Zarray,Vervet,VP,234561,16,21.88,,,,
Zarray,Vervet,VP,234561,16,21.88,,,,
Zarray,Vervet,VP,234561,16,21.88,,,,
Zarray,Vervet,VP,564321,17,17.49,,,,
Zarray,Vervet,VP,123456,17,16.94,,,,
Zarray,Vervet,VP,564321,17,17.49,,,,
Zarray,Vervet,VP,123456,17,16.94,,,,
Zarray,Vervet,VP,654321,17,16.94,,,,
Zarray,Vervet,VP,213456,17,17.49,,,,
Zarray,Vervet,VP,654312,17,17.49,,,,
Zarray,Vervet,VP,213456,17,17.49,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,213456,18,17.49,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,564321,18,17.49,,,,
Zarray,Vervet,VP,213456,18,17.49,,,,
Zarray,Vervet,VP,654321,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,234561,18,21.88,,,,
Zarray,Vervet,VP,134562,18,21.49,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,654321,18,16.94,,,,
Zarray,Vervet,VP,123456,18,16.94,,,,
Zarray,Vervet,VP,654321,18,16.94,,,,
Zarray,Vervet,VP,234561,18,21.88,,,,
Zarray,Vervet,VP,213456,18,17.49,,,,
Zarray,Vervet,VP,234561,18,21.88,,,,
DT,Aye aye,Ardery,143562F,1,8.3916,,,,
DT,Aye aye,Ardery,345651415362F,1,19.1837,,,,
DT,Aye aye,Ardery,54561615623F,2,14.2507,,,,
DT,Aye aye,Ardery,4165414623F,2,13.6647,,,,
DT,Aye aye,Ardery,165632643162356F,2,27.405,,,,
DT,Aye aye,Ardery,16534562F,2,11.4912,,,,
DT,Aye aye,Ardery,2126434626216565363F,2,30.2022,,,,
DT,Aye aye,Endora,43461214543F,1,11.9826,,,,
DT,Aye aye,Endora,341612345F,1,10.3572,,,,
DT,Aye aye,Endora,5432154126F,1,11.7937,,,,
DT,Aye aye,Endora,45414365432F,1,15.4602,,,,
DT,Aye aye,Endora,214145164214543F,1,16.8211,,,,
DT,Aye aye,Endora,14614543216F,2,8.7696,,,,
DT,Aye aye,Endora,41653416432F,2,15.7059,,,,
DT,Aye aye,Endora,32143456F,2,9.5256,,,,
DT,Aye aye,Endora,645412164513F,2,15.0067,,,,
DT,Aye aye,Endora,51216543F,3,8.6374,,,,
DT,Aye aye,Endora,123412165F,3,9.7902,,,,
DT,Aye aye,Endora,2161456143F,3,11.1132,,,,
DT,Aye aye,Endora,1234121456F,3,10.6596,,,,
DT,Aye aye,Endora,6124121645416123543F,3,22.5288,,,,
DT,Aye aye,Endora,616541614532F,3,15.8193,,,,
DT,Aye aye,Kali,4653621F,1,11.9637,,,,
DT,Aye aye,Kali,4561653561235621656565326532653F,1,51.0867,,,,
DT,Aye aye,Kali,6214562653F,2,14.5152,,,,
DT,Aye aye,Kali,214536F,2,8.3916,,,,
DT,Aye aye,Kali,14541216123F,2,11.2266,,,,
DT,Aye aye,Kali,561214543F,2,9.1098,,,,
DT,Aye aye,Kali,14353216F,2,10.962,,,,
DT,Aye aye,Merlin,3435624356235621354F,1,31.5441,,,,
DT,Aye aye,Merlin,6321653564F,1,17.4825,,,,
DT,Aye aye,Merlin,6123563535616535623535612354F,1,48.9699,,,,
DT,Aye aye,Merlin,462653561F,1,15.1956,,,,
DT,Aye aye,Merlin,353216535623265326143562353564F,1,44.7363,,,,
DT,Aye aye,Merlin,6416432162356214365F,2,30.2778,,,,
DT,Aye aye,Merlin,5341653265356536532F,2,35.4942,,,,
DT,Aye aye,Merlin,532654565321F,2,18.8811,,,,
DT,Aye aye,Merlin,416532153F,2,13.1545,,,,
DT,Aye aye,Merlin,35326532653214F,2,24.4755,,,,
DT,Aye aye,Merlin,61653264F,2,12.7386,,,,
DT,Aye aye,Merlin,456435621F,3,12.852,,,,
DT,Aye aye,Merlin,64321435F,3,10.8108,,,,
DT,Aye aye,Merlin,61416532F,3,11.0187,,,,
DT,Aye aye,Merlin,6432163265F,3,16.7643,,,,
DT,Aye aye,Merlin,416543265F,3,12.5874,,,,
DT,Aye aye,Merlin,643214365F,3,13.797,,,,
DT,Aye aye,Merlin,61432145F,3,8.8074,,,,
DT,Aye aye,Merlin,6123265326526532653214F,3,38.4048,,,,
DT,Aye aye,Merlin,416436532F,3,15.2712,,,,
DT,Aye aye,Merlin,653214F,3,7.938,,,,
DT,Aye aye,Merlin,416532F,3,8.5806,,,,
DT,Aye aye,Merlin,653214F,3,7.938,,,,
DT,Aye aye,Merlin,612321465F,3,11.9259,,,,
DT,Aye aye,Merlin,6143265F,3,9.6957,,,,
DT,Aye aye,Merlin,165326532164F,3,19.5615,,,,
DT,Aye aye,Merlin,65324326535653265341F,3,35.4753,,,,
DT,Aye aye,Nosy,453562351F,1,15.2335,,,,
DT,Aye aye,Nosy,632562356235614F,1,28.1988,,,,
DT,Aye aye,Nosy,235465351F,1,15.2902,,,,
DT,Aye aye,Nosy,356245623561F,1,19.6182,,,,
DT,Aye aye,Nosy,14123546F,2,10.3194,,,,
DT,Aye aye,Nosy,416145623F,2,11.8692,,,,
DT,Aye aye,Nosy,4616235624356143F,2,25.1748,,,,
DT,Aye aye,Nosy,1623456235F,2,15.9327,,,,
DT,Aye aye,Nosy,6235624561F,2,15.6306,,,,
DT,Aye aye,Ozma,2141262346235F,1,19.2591,,,,
DT,Aye aye,Ozma,26536531654161435F,2,28.1232,,,,
DT,Aye aye,Ozma,14356542F,3,10.7163,,,,
DT,Aye aye,Ozma,45621435F,3,10.1493,,,,
DT,Aye aye,Ozma,5412145356F,4,11.907,,,,
DT,Aye aye,Ozma,543541214356F,4,14.5908,,,,
DT,Aye aye,Ozma,12354123412356F,4,19.3158,,,,
DT,Aye aye,Ozma,121451245623F,4,14.3263,,,,
DT,Dwarf Lemur,Auklet,45616123F,1,3.36910,,,,
DT,Dwarf Lemur,Auklet,1245124346F,1,4.04130,,,,
DT,Dwarf Lemur,Auklet,214534216F,1,3.40140,,,,
DT,Dwarf Lemur,Auklet,621621453F,2,3.80620,,,,
DT,Dwarf Lemur,Auklet,62161212345F,2,4.13930,,,,
DT,Dwarf Lemur,Auklet,212143416232145F,2,6.05160,,,,
DT,Dwarf Lemur,Auklet,1234543216F,2,4.11980,,,,
DT,Dwarf Lemur,Auklet,61254561245163F,2,6.62710,,,,
DT,Dwarf Lemur,Auklet,43541216F,3,2.92480,,,,
DT,Dwarf Lemur,Auklet,1354216F,3,3.08830,,,,
DT,Dwarf Lemur,Auklet,12145121643F,3,3.93010,,,,
DT,Dwarf Lemur,Auklet,216541216121653F,3,5.79760,,,,
DT,Dwarf Lemur,Auklet,12454216543F,3,4.10680,,,,
DT,Dwarf Lemur,Auklet,612164543F,3,3.31680,,,,
DT,Dwarf Lemur,Auklet,6124342165F,3,3.93040,,,,
DT,Dwarf Lemur,Auklet,61216534F,4,3.25800,,,,
DT,Dwarf Lemur,Auklet,61215421653F,4,4.45930,,,,
DT,Dwarf Lemur,Auklet,61216543F,4,2.87280,,,,
DT,Dwarf Lemur,Auklet,6121453F,4,2.44820,,,,
DT,Dwarf Lemur,Auklet,61216543F,4,2.87280,,,,
DT,Dwarf Lemur,Auklet,6121543F,4,2.37650,,,,
DT,Dwarf Lemur,Auklet,61216543F,4,2.87280,,,,
DT,Dwarf Lemur,Auklet,612453F,4,2.30480,,,,
DT,Dwarf Lemur,Auklet,6124543F,4,2.39620,,,,
DT,Dwarf Lemur,Osprey,4535612F,1,3.21240,,,,
DT,Dwarf Lemur,Osprey,216543F,1,2.17420,,,,
DT,Dwarf Lemur,Osprey,121545612453F,1,4.74010,,,,
DT,Dwarf Lemur,Osprey,6154321416123435F,1,7.27290,,,,
DT,Dwarf Lemur,Osprey,161453412F,1,3.53840,,,,
DT,Dwarf Lemur,Osprey,1214145126543F,1,4.98090,,,,
DT,Dwarf Lemur,Osprey,21654121612453F,1,5.32100,,,,
DT,Dwarf Lemur,Osprey,1216453F,1,2.76180,,,,
DT,Dwarf Lemur,Osprey,12161216542165453F,1,6.63360,,,,
DT,Dwarf Lemur,Osprey,12165421653F,2,4.49200,,,,
DT,Dwarf Lemur,Osprey,12165321654F,2,4.75970,,,,
DT,Dwarf Lemur,Osprey,61214345F,2,2.64400,,,,
DT,Dwarf Lemur,Osprey,12161216212354F,2,5.35370,,,,
DT,Dwarf Lemur,Osprey,12435126F,2,3.45370,,,,
DT,Dwarf Lemur,Osprey,1216541243F,2,3.50580,,,,
DT,Dwarf Lemur,Osprey,1216541243F,2,4.58340,,,,
DT,Dwarf Lemur,Osprey,6121654543F,2,3.61720,,,,
DT,Dwarf Lemur,Osprey,61216542121653F,2,5.42560,,,,
DT,Dwarf Lemur,Osprey,126543F,2,2.38960,,,,
DT,Dwarf Lemur,Osprey,1216534F,3,2.79440,,,,
DT,Dwarf Lemur,Osprey,6161216543F,3,3.80000,,,,
DT,Dwarf Lemur,Osprey,6121216534F,3,3.72800,,,,
DT,Dwarf Lemur,Osprey,61216543F,3,2.87280,,,,
DT,Dwarf Lemur,Osprey,645421653F,3,4.00240,,,,
DT,Dwarf Lemur,Osprey,6124345F,3,2.50060,,,,
DT,Dwarf Lemur,Osprey,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Osprey,61216534F,3,3.25800,,,,
DT,Dwarf Lemur,Osprey,61216534F,3,3.25800,,,,
DT,Dwarf Lemur,Osprey,612435F,3,2.40920,,,,
DT,Dwarf Lemur,Quetzal,24546531F,1,4.08730,,,,
DT,Dwarf Lemur,Quetzal,321232456F,1,4.17850,,,,
DT,Dwarf Lemur,Quetzal,2145415421616123F,1,6.26100,,,,
DT,Dwarf Lemur,Quetzal,6121654123F,1,3.76050,,,,
DT,Dwarf Lemur,Quetzal,61612164345F,1,4.32880,,,,
DT,Dwarf Lemur,Quetzal,345412321516F,2,5.21640,,,,
DT,Dwarf Lemur,Quetzal,65164345612F,2,5.03390,,,,
DT,Dwarf Lemur,Quetzal,21454514216123F,2,5.33380,,,,
DT,Dwarf Lemur,Quetzal,43216165F,2,3.47350,,,,
DT,Dwarf Lemur,Quetzal,235143216F,2,4.40030,,,,
DT,Dwarf Lemur,Quetzal,612345F,2,2.29170,,,,
DT,Dwarf Lemur,Quetzal,612145416165643F,2,6.26760,,,,
DT,Dwarf Lemur,Quetzal,612354F,2,2.57250,,,,
DT,Dwarf Lemur,Quetzal,61234345F,2,3.24490,,,,
DT,Dwarf Lemur,Quetzal,612321435F,2,4.04120,,,,
DT,Dwarf Lemur,Quetzal,61232154F,3,3.38850,,,,
DT,Dwarf Lemur,Quetzal,6123415F,3,2.89860,,,,
DT,Dwarf Lemur,Quetzal,612345F,3,2.29170,,,,
DT,Dwarf Lemur,Quetzal,6123214345F,3,4.13260,,,,
DT,Dwarf Lemur,Quetzal,21243456F,3,2.89880,,,,
DT,Dwarf Lemur,Quetzal,612143215F,3,3.36860,,,,
DT,Dwarf Lemur,Quetzal,6123212132612345F,3,7.39070,,,,
DT,Dwarf Lemur,Quetzal,6121612345F,3,3.68890,,,,
DT,Dwarf Lemur,Quetzal,612143215F,3,3.36860,,,,
DT,Dwarf Lemur,Quetzal,612345F,3,2.29170,,,,
DT,Dwarf Lemur,Tanager,6126345F,1,3.39510,,,,
DT,Dwarf Lemur,Tanager,65412543F,1,3.25130,,,,
DT,Dwarf Lemur,Tanager,123456F,1,2.45490,,,,
DT,Dwarf Lemur,Tanager,612354F,1,2.57250,,,,
DT,Dwarf Lemur,Tanager,6124345F,1,2.50060,,,,
DT,Dwarf Lemur,Tanager,6121654165416123F,2,6.53530,,,,
DT,Dwarf Lemur,Tanager,6124342165F,2,3.93040,,,,
DT,Dwarf Lemur,Tanager,4216424561243F,2,5.47780,,,,
DT,Dwarf Lemur,Tanager,61342165F,2,3.52570,,,,
DT,Dwarf Lemur,Tanager,12165416143F,2,4.10640,,,,
DT,Dwarf Lemur,Tanager,612454216543F,2,4.57040,,,,
DT,Dwarf Lemur,Tanager,612456123F,2,3.61710,,,,
DT,Dwarf Lemur,Tanager,612451243F,2,3.32970,,,,
DT,Dwarf Lemur,Tanager,6124542161243F,2,4.74660,,,,
DT,Dwarf Lemur,Tanager,6124165421653F,2,5.58220,,,,
DT,Dwarf Lemur,Tanager,612456543F,3,3.64980,,,,
DT,Dwarf Lemur,Tanager,6124345F,3,2.50060,,,,
DT,Dwarf Lemur,Tanager,6124345F,3,2.50060,,,,
DT,Dwarf Lemur,Tanager,12423412161245F,3,5.27510,,,,
DT,Dwarf Lemur,Tanager,61216514563F,3,5.17080,,,,
DT,Dwarf Lemur,Tanager,1245141653F,3,4.29570,,,,
DT,Dwarf Lemur,Tanager,612451612453F,3,4.90990,,,,
DT,Dwarf Lemur,Tanager,6124345F,3,2.50060,,,,
DT,Dwarf Lemur,Tanager,6124561243F,3,3.82600,,,,
DT,Dwarf Lemur,Tanager,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Tottenham,34123265F,1,3.89100,,,,
DT,Dwarf Lemur,Tottenham,21612456242454543F,1,6.94700,,,,
DT,Dwarf Lemur,Tottenham,1435124535123216F,1,7.82800,,,,
DT,Dwarf Lemur,Tottenham,256253561231624F,1,8.86000,,,,
DT,Dwarf Lemur,Tottenham,12656143F,2,3.49280,,,,
DT,Dwarf Lemur,Tottenham,1214512462456163F,2,7.48200,,,,
DT,Dwarf Lemur,Tottenham,12412456123F,2,4.25010,,,,
DT,Dwarf Lemur,Tottenham,353453216F,2,4.56390,,,,
DT,Dwarf Lemur,Tottenham,521612463F,2,4.52460,,,,
DT,Dwarf Lemur,Tottenham,62434216232162465F,3,8.63120,,,,
DT,Dwarf Lemur,Tottenham,623561235613614F,3,8.89900,,,,
DT,Dwarf Lemur,Tottenham,6123435F,3,3.15350,,,,
DT,Dwarf Lemur,Tottenham,61431562F,3,4.00860,,,,
DT,Dwarf Lemur,Tottenham,64561245623F,3,5.29510,,,,
DT,Dwarf Lemur,Tottenham,12342456F,3,3.40810,,,,
DT,Dwarf Lemur,Tottenham,61245612161216561245123F,3,9.34300,,,,
DT,Dwarf Lemur,Tottenham,6124612345F,3,4.16550,,,,
DT,Dwarf Lemur,Tottenham,61235612164F,3,4.92290,,,,
DT,Dwarf Lemur,Tottenham,612432165F,3,3.72150,,,,
DT,Dwarf Lemur,Tottenham,6124543F,4,2.39620,,,,
DT,Dwarf Lemur,Tottenham,612354F,4,2.57250,,,,
DT,Dwarf Lemur,Tottenham,216543F,4,2.17420,,,,
DT,Dwarf Lemur,Tottenham,6124232562362654F,4,9.49970,,,,
DT,Dwarf Lemur,Tottenham,21216546121624123F,4,6.78330,,,,
DT,Dwarf Lemur,Tottenham,21621342165F,4,4.67470,,,,
DT,Dwarf Lemur,Tottenham,23561234216235124F,4,8.70960,,,,
DT,Dwarf Lemur,Tottenham,612321654F,4,3.88480,,,,
DT,Dwarf Lemur,Tottenham,26321654F,4,4.28960,,,,
DT,Dwarf Lemur,Tottenham,612356124F,4,4.00230,,,,
DT,Dwarf Lemur,Towhee,35441612143126164165F,1,9.43390,,,,
DT,Dwarf Lemur,Towhee,1234165F,1,2.93130,,,,
DT,Dwarf Lemur,Towhee,612456126543F,1,5.02740,,,,
DT,Dwarf Lemur,Towhee,612453F,1,2.30480,,,,
DT,Dwarf Lemur,Towhee,612124541656153F,1,6.30690,,,,
DT,Dwarf Lemur,Towhee,612453F,1,2.30480,,,,
DT,Dwarf Lemur,Towhee,613451612F,1,3.85220,,,,
DT,Dwarf Lemur,Towhee,612434165F,1,3.60380,,,,
DT,Dwarf Lemur,Towhee,6124516123F,1,4.04800,,,,
DT,Dwarf Lemur,Towhee,121612453F,1,3.23840,,,,
DT,Dwarf Lemur,Towhee,612451653F,2,3.98930,,,,
DT,Dwarf Lemur,Towhee,6121543F,2,2.37650,,,,
DT,Dwarf Lemur,Towhee,61216543F,2,2.87280,,,,
DT,Dwarf Lemur,Towhee,6121543F,2,2.37650,,,,
DT,Dwarf Lemur,Towhee,1234545426F,2,4.10030,,,,
DT,Dwarf Lemur,Towhee,6121453F,2,2.44820,,,,
DT,Dwarf Lemur,Towhee,612453F,2,2.30480,,,,
DT,Dwarf Lemur,Towhee,612453F,2,2.30480,,,,
DT,Dwarf Lemur,Towhee,612345F,2,2.29170,,,,
DT,Dwarf Lemur,Towhee,612453F,2,2.30480,,,,
DT,Dwarf Lemur,Towhee,65412653F,3,3.68220,,,,
DT,Dwarf Lemur,Towhee,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Towhee,612434165F,3,3.60380,,,,
DT,Dwarf Lemur,Towhee,612456123F,3,3.61710,,,,
DT,Dwarf Lemur,Towhee,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Towhee,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Towhee,612345F,3,2.29170,,,,
DT,Dwarf Lemur,Towhee,612354F,3,2.57250,,,,
DT,Dwarf Lemur,Towhee,612453F,3,2.30480,,,,
DT,Dwarf Lemur,Towhee,612453F,3,2.30480,,,,
DT,Mouse Lemur,BB,212143265F,1,3.6167,,,,
DT,Mouse Lemur,BB,356145154512F,1,5.3667,,,,
DT,Mouse Lemur,BB,216534F,1,2.5594,,,,
DT,Mouse Lemur,BB,6234561232654265F,1,8.5465,,,,
DT,Mouse Lemur,BB,2621542623F,1,5.1382,,,,
DT,Mouse Lemur,BB,354216F,1,2.3048,,,,
DT,Mouse Lemur,BB,1241614543F,1,3.6298,,,,
DT,Mouse Lemur,BB,21654265123F,1,5.0534,,,,
DT,Mouse Lemur,BB,61265423262621654F,1,8.7554,,,,
DT,Mouse Lemur,BB,24161432165F,2,4.7201,,,,
DT,Mouse Lemur,BB,42651253456F,2,5.628,,,,
DT,Mouse Lemur,BB,356245654321F,2,5.9937,,,,
DT,Mouse Lemur,BB,523515412426F,2,6.0978,,,,
DT,Mouse Lemur,BB,23161243245F,2,5.2363,,,,
DT,Mouse Lemur,BB,345612F,2,2.1742,,,,
DT,Mouse Lemur,BB,21543416F,2,3.0031,,,,
DT,Mouse Lemur,BB,61235612654F,2,5.2037,,,,
DT,Mouse Lemur,BB,62456156526143F,2,7.2536,,,,
DT,Mouse Lemur,BB,654316545612F,2,5.4193,,,,
DT,Mouse Lemur,OL,12623535653453265324F,1,12.2551,,,,
DT,Mouse Lemur,OL,56235621356235356235654216532465321F,1,18.1835,,,,
DT,Mouse Lemur,OL,421434526235F,1,6.0652,,,,
DT,Mouse Lemur,OL,5624532653264321F,1,9.2973,,,,
DT,Mouse Lemur,OL,53261235624F,1,6.1634,,,,
DT,Mouse Lemur,OL,54321215346F,1,4.8248,,,,
DT,Mouse Lemur,OL,5612456265621434F,1,7.6648,,,,
DT,Mouse Lemur,OL,65435612F,1,3.5584,,,,
DT,Mouse Lemur,OL,3261254F,2,3.2776,,,,
DT,Mouse Lemur,OL,32142165F,2,3.1663,,,,
DT,Mouse Lemur,OL,54546253214356F,2,7.2602,,,,
DT,Mouse Lemur,OL,61456123F,2,3.2905,,,,
DT,Mouse Lemur,OL,512361435612F,2,6.1501,,,,
DT,Mouse Lemur,OL,3416265F,2,3.31,,,,
DT,Mouse Lemur,OL,456246235462656235624561F,2,14.142,,,,
DT,Mouse Lemur,CJ,35653562135356564F,1,10.7013,,,,
DT,Mouse Lemur,CJ,123265453261546F,1,7.404,,,,
DT,Mouse Lemur,CJ,61326234562F,1,6.2483,,,,
DT,Mouse Lemur,CJ,26124651434643421615F,2,9.6952,,,,
DT,Mouse Lemur,CJ,3451612F,2,2.6051,,,,
DT,Mouse Lemur,CJ,2653561232165614F,2,8.4354,,,,
DT,Mouse Lemur,CJ,235435651F,3,4.9556,,,,
DT,Mouse Lemur,CJ,35654341653452F,3,7.2015,,,,
DT,Mouse Lemur,CJ,53216564F,3,4.1525,,,,
DT,Mouse Lemur,CJ,321654F,3,2.4419,,,,
DT,Mouse Lemur,SS,34612356265323245612F,1,11.1516,,,,
DT,Mouse Lemur,SS,4321265F,1,2.9967,,,,
DT,Mouse Lemur,SS,4543216F,1,2.6639,,,,
DT,Mouse Lemur,SS,1612453F,1,2.7684,,,,
DT,Mouse Lemur,SS,351216534F,1,4.1459,,,,
DT,Mouse Lemur,SS,5412656123F,1,4.3677,,,,
DT,Mouse Lemur,SS,14612456124562123F,1,7.3253,,,,
DT,Mouse Lemur,SS,321212354323453216F,1,8.5725,,,,
DT,Mouse Lemur,SS,54345126F,1,3.2057,,,,
DT,Mouse Lemur,SS,216534F,1,2.5594,,,,
DT,Mouse Lemur,SS,121621234125F,1,4.707,,,,
DT,Mouse Lemur,SS,34541216F,2,2.5396,,,,
DT,Mouse Lemur,SS,3512121614F,2,3.6037,,,,
DT,Mouse Lemur,SS,3541216F,2,2.4482,,,,
DT,Mouse Lemur,SS,216124345F,2,3.1992,,,,
DT,Mouse Lemur,SS,216124512653F,2,5.1383,,,,
DT,Mouse Lemur,SS,1216216543F,2,3.7868,,,,
DT,Mouse Lemur,SS,534216F,2,2.4092,,,,
DT,Mouse Lemur,DK,345612F,1,2.1742,,,,
DT,Mouse Lemur,DK,216513F,1,2.703,,,,
DT,Mouse Lemur,DK,4561243F,1,2.6508,,,,
DT,Mouse Lemur,DK,1216543F,1,2.4092,,,,
DT,Mouse Lemur,DK,214345124534126F,1,6.1563,,,,
DT,Mouse Lemur,DK,342165F,1,2.2786,,,,
DT,Mouse Lemur,DK,3541216F,2,2.4482,,,,
DT,Mouse Lemur,DK,1214356F,2,2.7158,,,,
DT,Mouse Lemur,DK,2165321654F,2,4.5247,,,,
DT,Mouse Lemur,DK,451263F,2,3.049,,,,
DT,Mouse Lemur,DK,216543F,3,2.1742,,,,
DT,Mouse Lemur,DK,4563212F,3,3.382,,,,
DT,Mouse Lemur,DK,2165421653F,3,4.257,,,,
DT,Mouse Lemur,DK,2162354F,3,3.2515,,,,
DT,Mouse Lemur,DK,412656123F,3,3.9955,,,,
DT,Mouse Lemur,DK,21454263F,3,3.6887,,,,
DT,Mouse Lemur,LB,354535361612F,1,6.5685,,,,
DT,Mouse Lemur,LB,61212121216541216543F,1,6.6004,,,,
DT,Mouse Lemur,LB,45412161243F,1,3.7148,,,,
DT,Mouse Lemur,LB,345121453456F,1,4.9031,,,,
DT,Mouse Lemur,LB,545612165412161241216543F,1,6.5616,,,,
DT,Mouse Lemur,LB,21612345F,2,2.9903,,,,
DT,Mouse Lemur,LB,12161245456214123F,2,6.5155,,,,
DT,Mouse Lemur,LB,6121565412165654164656416543F,2,12.8619,,,,
DT,Mouse Lemur,LB,61245612165412612426546512154653F,2,14.1742,,,,
