"","ID","Array","DET","Species","Source"
"755","1678","Pentagon",0.213963963963964,"None","Learning_Factor1.2"
"756","1679","Pentagon",0.26537216828479,"None","Learning_Factor1.2"
"757","168","DT",0.379769299023957,"None","Learning_Factor1.2"
"758","1680","Pentagon",0.442122186495177,"None","Learning_Factor1.2"
"759","1681","Pentagon",0.435967302452316,"None","Learning_Factor1.2"
"760","1682","Pentagon",0.379862700228833,"None","Learning_Factor1.2"
"761","1683","Pentagon",0.382059800664452,"None","Learning_Factor1.2"
"762","1684","Pentagon",0.281159420289855,"None","Learning_Factor1.2"
"763","1685","Pentagon",0.276408450704225,"None","Learning_Factor1.2"
"764","1686","Pentagon",0.426309378806334,"None","Learning_Factor1.2"
"765","1687","Pentagon",0.295597484276729,"None","Learning_Factor1.2"
"766","1688","Pentagon",0.385964912280702,"None","Learning_Factor1.2"
"767","1689","Pentagon",0.353982300884956,"None","Learning_Factor1.2"
"768","169","DT",0.368772782503038,"None","Learning_Factor1.2"
"769","1690","Pentagon",0.334355828220859,"None","Learning_Factor1.2"
"770","1691","Pentagon",0.360262008733625,"None","Learning_Factor1.2"
"771","1692","Pentagon",0.386627906976744,"None","Learning_Factor1.2"
"772","1693","Pentagon",0.273100616016427,"None","Learning_Factor1.2"
"773","1694","Pentagon",0.354401805869075,"None","Learning_Factor1.2"
"774","1695","Pentagon",0.244475138121547,"None","Learning_Factor1.2"
"775","1696","Pentagon",0.466329966329966,"None","Learning_Factor1.2"
"776","1697","Pentagon",0.396186440677966,"None","Learning_Factor1.2"
"777","1698","Pentagon",0.259259259259259,"None","Learning_Factor1.2"
"778","1699","Pentagon",0.350584307178631,"None","Learning_Factor1.2"
"779","17","DT",0.272504091653028,"None","Learning_Factor1"
"780","170","DT",0.261025029797378,"None","Learning_Factor1.2"
"781","1700","Pentagon",0.319444444444444,"None","Learning_Factor1.2"
"782","1701","Pentagon",0.92,"None","Learning_Factor2"
"783","1702","Pentagon",0.673789173789174,"None","Learning_Factor2"
"784","1703","Pentagon",0.334020618556701,"None","Learning_Factor2"
"785","1704","Pentagon",0.635610766045549,"None","Learning_Factor2"
"786","1705","Pentagon",0.304668304668305,"None","Learning_Factor2"
"787","1706","Pentagon",0.636363636363636,"None","Learning_Factor2"
"788","1707","Pentagon",0.657039711191336,"None","Learning_Factor2"
"789","1708","Pentagon",0.672340425531915,"None","Learning_Factor2"
"790","1709","Pentagon",0.416342412451362,"None","Learning_Factor2"
"791","171","DT",0.27262180974478,"None","Learning_Factor1.2"
"792","1710","Pentagon",0.369834710743801,"None","Learning_Factor2"
"793","1711","Pentagon",0.924812030075188,"None","Learning_Factor2"
"794","1712","Pentagon",0.737373737373737,"None","Learning_Factor2"
"795","1713","Pentagon",0.297117516629712,"None","Learning_Factor2"
"796","1714","Pentagon",0.778195488721804,"None","Learning_Factor2"
"797","1715","Pentagon",0.347133757961784,"None","Learning_Factor2"
"798","1716","Pentagon",0.540453074433657,"None","Learning_Factor2"
"799","1717","Pentagon",0.847058823529412,"None","Learning_Factor2"
"800","1718","Pentagon",0.479813664596274,"None","Learning_Factor2"
"801","1719","Pentagon",0.45792736935341,"None","Learning_Factor2"
"802","172","DT",0.372549019607843,"None","Learning_Factor1.2"
"803","1720","Pentagon",0.711370262390671,"None","Learning_Factor2"
"804","1721","Pentagon",0.759375,"None","Learning_Factor2"
"805","1722","Pentagon",0.404306220095694,"None","Learning_Factor2"
"806","1723","Pentagon",0.590753424657534,"None","Learning_Factor2"
"807","1724","Pentagon",0.542372881355932,"None","Learning_Factor2"
"808","1725","Pentagon",0.386727688787185,"None","Learning_Factor2"
"809","1726","Pentagon",0.645244215938303,"None","Learning_Factor2"
"810","1727","Pentagon",0.74108170310702,"None","Learning_Factor2"
"811","1728","Pentagon",0.578723404255319,"None","Learning_Factor2"
"812","1729","Pentagon",0.58161648177496,"None","Learning_Factor2"
"813","173","DT",0.286450662739323,"None","Learning_Factor1.2"
"814","1730","Pentagon",0.329411764705882,"None","Learning_Factor2"
"815","1731","Pentagon",0.816326530612245,"None","Learning_Factor2"
"816","1732","Pentagon",0.85625,"None","Learning_Factor2"
"817","1733","Pentagon",0.360062893081761,"None","Learning_Factor2"
"818","1734","Pentagon",0.576576576576577,"None","Learning_Factor2"
"819","1735","Pentagon",0.404907975460123,"None","Learning_Factor2"
"820","1736","Pentagon",0.480984340044743,"None","Learning_Factor2"
"821","1737","Pentagon",0.548254620123203,"None","Learning_Factor2"
"822","1738","Pentagon",0.404938271604938,"None","Learning_Factor2"
"823","1739","Pentagon",0.482309124767225,"None","Learning_Factor2"
"824","174","DT",0.343558282208589,"None","Learning_Factor1.2"
"825","1740","Pentagon",0.5,"None","Learning_Factor2"
"826","1741","Pentagon",0.512315270935961,"None","Learning_Factor2"
"827","1742","Pentagon",0.277611940298507,"None","Learning_Factor2"
"828","1743","Pentagon",0.386666666666667,"None","Learning_Factor2"
"829","1744","Pentagon",0.49047619047619,"None","Learning_Factor2"
"830","1745","Pentagon",0.390374331550802,"None","Learning_Factor2"
"831","1746","Pentagon",0.448780487804878,"None","Learning_Factor2"
"832","1747","Pentagon",0.503875968992248,"None","Learning_Factor2"
"833","1748","Pentagon",0.380530973451327,"None","Learning_Factor2"
"834","1749","Pentagon",0.436842105263158,"None","Learning_Factor2"
"835","175","DT",0.315646258503401,"None","Learning_Factor1.2"
"836","1750","Pentagon",0.31322505800464,"None","Learning_Factor2"
"837","1751","Pentagon",0.781879194630873,"None","Learning_Factor2"
"838","1752","Pentagon",0.290948275862069,"None","Learning_Factor2"
"839","1753","Pentagon",0.50880829015544,"None","Learning_Factor2"
"840","1754","Pentagon",0.223713646532438,"None","Learning_Factor2"
"841","1755","Pentagon",0.286225402504472,"None","Learning_Factor2"
"842","1756","Pentagon",0.48172757475083,"None","Learning_Factor2"
"843","1757","Pentagon",0.778195488721804,"None","Learning_Factor2"
"844","1758","Pentagon",0.579497907949791,"None","Learning_Factor2"
"845","1759","Pentagon",0.888888888888889,"None","Learning_Factor2"
"846","176","DT",0.316403568977351,"None","Learning_Factor1.2"
"847","1760","Pentagon",0.712903225806452,"None","Learning_Factor2"
"848","1761","Pentagon",0.291139240506329,"None","Learning_Factor2"
"849","1762","Pentagon",0.4576,"None","Learning_Factor2"
"850","1763","Pentagon",0.890977443609023,"None","Learning_Factor2"
"851","1764","Pentagon",0.51219512195122,"None","Learning_Factor2"
"852","1765","Pentagon",0.438172043010753,"None","Learning_Factor2"
"853","1766","Pentagon",0.390566037735849,"None","Learning_Factor2"
"854","1767","Pentagon",0.572916666666667,"None","Learning_Factor2"
"855","1768","Pentagon",0.513986013986014,"None","Learning_Factor2"
"856","1769","Pentagon",0.395631067961165,"None","Learning_Factor2"
"857","177","DT",0.328947368421053,"None","Learning_Factor1.2"
"858","1770","Pentagon",0.672782874617737,"None","Learning_Factor2"
"859","1771","Pentagon",0.292631578947368,"None","Learning_Factor2"
"860","1772","Pentagon",0.369727047146402,"None","Learning_Factor2"
"861","1773","Pentagon",0.373401534526854,"None","Learning_Factor2"
"862","1774","Pentagon",0.435540069686411,"None","Learning_Factor2"
"863","1775","Pentagon",0.513399153737659,"None","Learning_Factor2"
"864","1776","Pentagon",0.5390625,"None","Learning_Factor2"
"865","1777","Pentagon",0.362637362637363,"None","Learning_Factor2"
